,room1,room1,room1,room2,room2,room2
 ,temp,rh,ah,temp,rh,ah
2022/6/17 17:10,29.63,0.498,0.01298,25.417,0.738,0.01507
2022/6/17 17:20,29.33,0.519,0.01329,25.459,0.739,0.01513
2022/6/17 17:30,29.03,0.54,0.0136,25.501,0.741,0.01521
2022/6/17 17:40,28.73,0.562,0.01392,25.544,0.742,0.01528
2022/6/17 17:50,28.43,0.584,0.01423,25.586,0.744,0.01535
2022/6/17 18:00,28.13,0.608,0.01455,25.627,0.745,0.01543
2022/6/17 18:10,27.875,0.613,0.01446,25.662,0.746,0.01548
2022/6/17 18:20,27.625,0.616,0.01432,25.69,0.746,0.0155
2022/6/17 18:30,27.375,0.62,0.01419,25.713,0.746,0.01552
2022/6/17 18:40,27.125,0.623,0.01406,25.73,0.746,0.01553
2022/6/17 18:50,26.875,0.626,0.01392,25.744,0.746,0.01554
2022/6/17 19:00,26.625,0.63,0.01379,25.754,0.745,0.01554
2022/6/17 19:10,26.405,0.633,0.01368,25.761,0.745,0.01554
2022/6/17 19:20,26.188,0.636,0.01357,25.766,0.745,0.01554
2022/6/17 19:30,25.972,0.64,0.01347,25.767,0.745,0.01554
2022/6/17 19:40,25.755,0.643,0.01337,25.764,0.744,0.01553
2022/6/17 19:50,25.538,0.646,0.01326,25.758,0.744,0.01552
2022/6/17 20:00,25.322,0.65,0.01316,25.748,0.744,0.01551
2022/6/17 20:10,25.255,0.654,0.0132,25.742,0.744,0.0155
2022/6/17 20:20,25.205,0.659,0.01326,25.737,0.744,0.0155
2022/6/17 20:30,25.155,0.664,0.01332,25.732,0.744,0.01549
2022/6/17 20:40,25.105,0.669,0.01339,25.724,0.744,0.01549
2022/6/17 20:50,25.055,0.674,0.01345,25.715,0.744,0.01548
2022/6/17 21:00,25.005,0.679,0.01351,25.703,0.744,0.01548
2022/6/17 21:10,24.925,0.684,0.01354,25.688,0.745,0.01547
2022/6/17 21:20,24.842,0.689,0.01358,25.671,0.745,0.01545
2022/6/17 21:30,24.758,0.694,0.01361,25.651,0.745,0.01543
2022/6/17 21:40,24.675,0.699,0.01364,25.629,0.745,0.01542
2022/6/17 21:50,24.592,0.704,0.01367,25.607,0.745,0.0154
2022/6/17 22:00,24.508,0.709,0.0137,25.583,0.745,0.01538
2022/6/17 22:10,24.44,0.713,0.01371,25.558,0.745,0.01536
2022/6/17 22:20,24.373,0.716,0.01372,25.532,0.745,0.01533
2022/6/17 22:30,24.307,0.72,0.01373,25.506,0.745,0.01531
2022/6/17 22:40,24.24,0.723,0.01374,25.478,0.745,0.01528
2022/6/17 22:50,24.173,0.726,0.01375,25.45,0.745,0.01526
2022/6/17 23:00,24.107,0.73,0.01375,25.422,0.745,0.01523
2022/6/17 23:10,24.055,0.736,0.01383,25.395,0.746,0.01521
2022/6/17 23:20,24.005,0.743,0.01392,25.368,0.746,0.01519
2022/6/17 23:30,23.955,0.749,0.014,25.343,0.746,0.01518
2022/6/17 23:40,23.905,0.756,0.01408,25.317,0.747,0.01516
2022/6/17 23:50,23.855,0.763,0.01417,25.292,0.747,0.01515
2022/6/18 0:00,23.805,0.769,0.01425,25.267,0.747,0.01513
2022/6/18 0:10,23.68,0.773,0.01421,25.237,0.747,0.01511
2022/6/18 0:20,23.547,0.776,0.01416,25.204,0.747,0.01508
2022/6/18 0:30,23.413,0.78,0.0141,25.169,0.747,0.01504
2022/6/18 0:40,23.28,0.783,0.01405,25.133,0.747,0.01501
2022/6/18 0:50,23.147,0.786,0.01399,25.097,0.747,0.01498
2022/6/18 1:00,23.013,0.79,0.01394,25.059,0.747,0.01494
2022/6/18 1:10,22.895,0.797,0.01398,25.023,0.747,0.01491
2022/6/18 1:20,22.778,0.806,0.01402,24.989,0.748,0.01489
2022/6/18 1:30,22.662,0.814,0.01407,24.955,0.748,0.01486
2022/6/18 1:40,22.545,0.822,0.01411,24.92,0.749,0.01484
2022/6/18 1:50,22.428,0.831,0.01416,24.886,0.749,0.01482
2022/6/18 2:00,22.312,0.839,0.0142,24.852,0.749,0.01479
2022/6/18 2:10,22.285,0.836,0.01412,24.818,0.749,0.01476
2022/6/18 2:20,22.268,0.831,0.01402,24.783,0.749,0.01473
2022/6/18 2:30,22.252,0.826,0.01391,24.747,0.749,0.01468
2022/6/18 2:40,22.235,0.821,0.01381,24.709,0.748,0.01464
2022/6/18 2:50,22.218,0.816,0.01371,24.671,0.748,0.0146
2022/6/18 3:00,22.202,0.811,0.01361,24.631,0.747,0.01455
2022/6/18 3:10,22.245,0.805,0.01356,24.594,0.747,0.01451
2022/6/18 3:20,22.295,0.8,0.01352,24.558,0.747,0.01447
2022/6/18 3:30,22.345,0.795,0.01347,24.522,0.746,0.01444
2022/6/18 3:40,22.395,0.79,0.01343,24.486,0.746,0.0144
2022/6/18 3:50,22.445,0.785,0.01338,24.45,0.746,0.01436
2022/6/18 4:00,22.495,0.78,0.01334,24.414,0.745,0.01432
2022/6/18 4:10,22.455,0.789,0.01345,24.377,0.745,0.01429
2022/6/18 4:20,22.405,0.799,0.01358,24.341,0.746,0.01427
2022/6/18 4:30,22.355,0.809,0.01371,24.307,0.746,0.01425
2022/6/18 4:40,22.305,0.819,0.01384,24.274,0.747,0.01423
2022/6/18 4:50,22.255,0.829,0.01397,24.242,0.748,0.01422
2022/6/18 5:00,22.205,0.839,0.01411,24.211,0.748,0.01421
2022/6/18 5:10,22.2,0.834,0.01402,24.179,0.749,0.01418
2022/6/18 5:20,22.2,0.827,0.0139,24.145,0.748,0.01415
2022/6/18 5:30,22.2,0.821,0.01379,24.109,0.748,0.01411
2022/6/18 5:40,22.2,0.814,0.01367,24.073,0.747,0.01407
2022/6/18 5:50,22.2,0.807,0.01356,24.037,0.747,0.01402
2022/6/18 6:00,22.2,0.801,0.01344,24,0.746,0.01398
2022/6/18 6:10,22.29,0.805,0.01359,23.971,0.746,0.01396
2022/6/18 6:20,22.39,0.81,0.01376,23.948,0.747,0.01395
2022/6/18 6:30,22.49,0.815,0.01394,23.929,0.747,0.01394
2022/6/18 6:40,22.59,0.82,0.01411,23.912,0.748,0.01394
2022/6/18 6:50,22.69,0.825,0.01428,23.898,0.749,0.01394
2022/6/18 7:00,22.79,0.83,0.01446,23.886,0.75,0.01395
2022/6/18 7:10,22.875,0.821,0.01438,23.872,0.75,0.01394
2022/6/18 7:20,22.958,0.811,0.01427,23.855,0.749,0.01391
2022/6/18 7:30,23.042,0.801,0.01416,23.837,0.749,0.01389
2022/6/18 7:40,23.125,0.791,0.01405,23.82,0.748,0.01386
2022/6/18 7:50,23.208,0.781,0.01395,23.803,0.747,0.01384
2022/6/18 8:00,23.292,0.771,0.01384,23.786,0.747,0.01381
2022/6/18 8:10,23.36,0.768,0.01385,23.772,0.746,0.01379
2022/6/18 8:20,23.427,0.767,0.01388,23.761,0.746,0.01378
2022/6/18 8:30,23.493,0.765,0.0139,23.752,0.746,0.01377
2022/6/18 8:40,23.56,0.763,0.01393,23.745,0.746,0.01377
2022/6/18 8:50,23.627,0.762,0.01396,23.739,0.747,0.01376
2022/6/18 9:00,23.693,0.76,0.01398,23.735,0.747,0.01376
2022/6/18 9:10,23.745,0.769,0.0142,23.736,0.747,0.01377
2022/6/18 9:20,23.795,0.779,0.01443,23.74,0.748,0.01379
2022/6/18 9:30,23.845,0.789,0.01467,23.748,0.749,0.01382
2022/6/18 9:40,23.895,0.799,0.0149,23.759,0.75,0.01385
2022/6/18 9:50,23.945,0.809,0.01514,23.773,0.751,0.01388
2022/6/18 10:00,23.995,0.819,0.01537,23.789,0.752,0.01392
2022/6/18 10:10,23.97,0.83,0.01557,23.805,0.753,0.01395
2022/6/18 10:20,23.937,0.842,0.01576,23.82,0.755,0.01399
2022/6/18 10:30,23.903,0.854,0.01595,23.837,0.756,0.01402
2022/6/18 10:40,23.87,0.865,0.01614,23.856,0.757,0.01406
2022/6/18 10:50,23.837,0.877,0.01633,23.875,0.758,0.0141
2022/6/18 11:00,23.803,0.889,0.01652,23.897,0.759,0.01414
2022/6/18 11:10,23.905,0.885,0.01656,23.922,0.76,0.01417
2022/6/18 11:20,24.022,0.88,0.01658,23.949,0.76,0.0142
2022/6/18 11:30,24.138,0.875,0.01661,23.977,0.76,0.01422
2022/6/18 11:40,24.255,0.87,0.01663,24.005,0.76,0.01425
2022/6/18 11:50,24.372,0.865,0.01665,24.034,0.76,0.01428
2022/6/18 12:00,24.488,0.86,0.01667,24.065,0.76,0.0143
2022/6/18 12:10,24.47,0.857,0.01658,24.089,0.76,0.01432
2022/6/18 12:20,24.437,0.854,0.01649,24.11,0.76,0.01434
2022/6/18 12:30,24.403,0.85,0.01639,24.13,0.759,0.01435
2022/6/18 12:40,24.37,0.847,0.01629,24.15,0.759,0.01436
2022/6/18 12:50,24.337,0.844,0.01619,24.169,0.759,0.01437
2022/6/18 13:00,24.303,0.84,0.01609,24.188,0.759,0.01438
2022/6/18 13:10,24.135,0.853,0.01617,24.206,0.759,0.0144
2022/6/18 13:20,23.952,0.868,0.01627,24.223,0.76,0.01443
2022/6/18 13:30,23.768,0.882,0.01637,24.241,0.76,0.01447
2022/6/18 13:40,23.585,0.898,0.01647,24.259,0.761,0.0145
2022/6/18 13:50,23.402,0.913,0.01657,24.278,0.762,0.01453
2022/6/18 14:00,23.218,0.928,0.01667,24.296,0.763,0.01457
2022/6/18 14:10,23.125,0.934,0.01668,24.314,0.764,0.0146
2022/6/18 14:20,23.042,0.939,0.01668,24.333,0.764,0.01462
2022/6/18 14:30,22.958,0.944,0.01669,24.35,0.765,0.01464
2022/6/18 14:40,22.875,0.949,0.01669,24.365,0.765,0.01466
2022/6/18 14:50,22.792,0.954,0.0167,24.378,0.765,0.01468
2022/6/18 15:00,22.708,0.959,0.0167,24.39,0.765,0.0147
2022/6/18 15:10,22.715,0.962,0.01674,24.403,0.766,0.01472
2022/6/18 15:20,22.732,0.963,0.01679,24.418,0.766,0.01474
2022/6/18 15:30,22.748,0.965,0.01684,24.431,0.766,0.01476
2022/6/18 15:40,22.765,0.967,0.01689,24.443,0.767,0.01477
2022/6/18 15:50,22.782,0.968,0.01693,24.454,0.767,0.01479
2022/6/18 16:00,22.798,0.97,0.01698,24.464,0.767,0.0148
2022/6/18 16:10,22.905,0.962,0.01696,24.475,0.768,0.01482
2022/6/18 16:20,23.022,0.954,0.01693,24.485,0.767,0.01482
2022/6/18 16:30,23.138,0.945,0.0169,24.494,0.767,0.01483
2022/6/18 16:40,23.255,0.937,0.01687,24.502,0.767,0.01483
2022/6/18 16:50,23.372,0.929,0.01683,24.509,0.767,0.01483
2022/6/18 17:00,23.488,0.921,0.0168,24.516,0.767,0.01483
2022/6/18 17:10,23.485,0.921,0.01681,24.519,0.767,0.01484
2022/6/18 17:20,23.468,0.923,0.01683,24.52,0.767,0.01484
2022/6/18 17:30,23.452,0.925,0.01684,24.522,0.767,0.01485
2022/6/18 17:40,23.435,0.926,0.01685,24.523,0.767,0.01485
2022/6/18 17:50,23.418,0.928,0.01687,24.525,0.767,0.01486
2022/6/18 18:00,23.402,0.93,0.01688,24.527,0.768,0.01487
2022/6/18 18:10,23.16,0.936,0.01674,24.519,0.768,0.01486
2022/6/18 18:20,22.893,0.943,0.01659,24.504,0.768,0.01485
2022/6/18 18:30,22.627,0.949,0.01643,24.486,0.768,0.01483
2022/6/18 18:40,22.36,0.956,0.01628,24.466,0.768,0.01481
2022/6/18 18:50,22.093,0.963,0.01613,24.444,0.768,0.01479
2022/6/18 19:00,21.827,0.969,0.01597,24.42,0.768,0.01477
2022/6/18 19:10,21.695,0.969,0.01583,24.398,0.768,0.01475
2022/6/18 19:20,21.578,0.967,0.01569,24.377,0.767,0.01472
2022/6/18 19:30,21.462,0.965,0.01555,24.355,0.767,0.0147
2022/6/18 19:40,21.345,0.964,0.01541,24.33,0.767,0.01467
2022/6/18 19:50,21.228,0.962,0.01526,24.302,0.766,0.01464
2022/6/18 20:00,21.112,0.96,0.01512,24.273,0.766,0.0146
2022/6/18 20:10,21.115,0.96,0.01512,24.247,0.766,0.01458
2022/6/18 20:20,21.132,0.96,0.01514,24.223,0.766,0.01456
2022/6/18 20:30,21.148,0.96,0.01515,24.199,0.766,0.01454
2022/6/18 20:40,21.165,0.96,0.01517,24.174,0.766,0.01452
2022/6/18 20:50,21.182,0.96,0.01519,24.148,0.766,0.0145
2022/6/18 21:00,21.198,0.96,0.0152,24.121,0.766,0.01448
2022/6/18 21:10,21.23,0.957,0.01518,24.092,0.767,0.01445
2022/6/18 21:20,21.263,0.954,0.01516,24.063,0.766,0.01443
2022/6/18 21:30,21.297,0.95,0.01514,24.032,0.766,0.0144
2022/6/18 21:40,21.33,0.947,0.01512,24.001,0.766,0.01437
2022/6/18 21:50,21.363,0.944,0.01509,23.969,0.766,0.01434
2022/6/18 22:00,21.397,0.94,0.01507,23.936,0.766,0.01431
2022/6/18 22:10,21.445,0.937,0.01506,23.904,0.766,0.01428
2022/6/18 22:20,21.495,0.934,0.01505,23.872,0.766,0.01425
2022/6/18 22:30,21.545,0.93,0.01504,23.841,0.766,0.01422
2022/6/18 22:40,21.595,0.927,0.01504,23.81,0.766,0.0142
2022/6/18 22:50,21.645,0.924,0.01503,23.779,0.766,0.01417
2022/6/18 23:00,21.695,0.92,0.01502,23.748,0.766,0.01414
2022/6/18 23:10,21.67,0.921,0.01502,23.716,0.766,0.01412
2022/6/18 23:20,21.637,0.923,0.01501,23.682,0.766,0.01409
2022/6/18 23:30,21.603,0.925,0.01501,23.649,0.767,0.01406
2022/6/18 23:40,21.57,0.926,0.01501,23.616,0.767,0.01404
2022/6/18 23:50,21.537,0.928,0.015,23.584,0.767,0.01402
2022/6/19 0:00,21.503,0.93,0.015,23.552,0.767,0.01399
2022/6/19 0:10,21.425,0.933,0.01498,23.519,0.767,0.01397
2022/6/19 0:20,21.342,0.936,0.01495,23.485,0.767,0.01394
2022/6/19 0:30,21.258,0.94,0.01493,23.451,0.768,0.01391
2022/6/19 0:40,21.175,0.943,0.0149,23.417,0.768,0.01389
2022/6/19 0:50,21.092,0.946,0.01488,23.384,0.768,0.01386
2022/6/19 1:00,21.008,0.95,0.01486,23.35,0.768,0.01384
2022/6/19 1:10,20.925,0.953,0.01483,23.317,0.768,0.01381
2022/6/19 1:20,20.842,0.956,0.01481,23.283,0.769,0.01379
2022/6/19 1:30,20.758,0.96,0.01478,23.25,0.769,0.01376
2022/6/19 1:40,20.675,0.963,0.01476,23.216,0.769,0.01374
2022/6/19 1:50,20.592,0.966,0.01473,23.182,0.769,0.01371
2022/6/19 2:00,20.508,0.97,0.01471,23.148,0.769,0.01369
2022/6/19 2:10,20.485,0.971,0.01471,23.116,0.77,0.01367
2022/6/19 2:20,20.468,0.973,0.01472,23.085,0.77,0.01364
2022/6/19 2:30,20.452,0.975,0.01473,23.055,0.77,0.01362
2022/6/19 2:40,20.435,0.976,0.01474,23.025,0.77,0.0136
2022/6/19 2:50,20.418,0.978,0.01475,22.995,0.771,0.01358
2022/6/19 3:00,20.402,0.98,0.01476,22.965,0.771,0.01356
2022/6/19 3:10,20.37,0.981,0.01476,22.934,0.771,0.01354
2022/6/19 3:20,20.337,0.983,0.01475,22.903,0.771,0.01352
2022/6/19 3:30,20.303,0.985,0.01475,22.871,0.771,0.01349
2022/6/19 3:40,20.27,0.986,0.01474,22.839,0.772,0.01347
2022/6/19 3:50,20.237,0.988,0.01474,22.807,0.772,0.01345
2022/6/19 4:00,20.203,0.99,0.01473,22.775,0.772,0.01342
2022/6/19 4:10,20.2,0.99,0.01473,22.744,0.772,0.0134
2022/6/19 4:20,20.2,0.99,0.01473,22.714,0.773,0.01338
2022/6/19 4:30,20.2,0.99,0.01473,22.684,0.773,0.01336
2022/6/19 4:40,20.2,0.99,0.01473,22.654,0.773,0.01334
2022/6/19 4:50,20.2,0.99,0.01473,22.624,0.773,0.01332
2022/6/19 5:00,20.2,0.99,0.01473,22.595,0.773,0.0133
2022/6/19 5:10,20.365,0.985,0.01482,22.573,0.774,0.01328
2022/6/19 5:20,20.548,0.98,0.01491,22.556,0.774,0.01327
2022/6/19 5:30,20.732,0.975,0.01501,22.541,0.774,0.01327
2022/6/19 5:40,20.915,0.97,0.0151,22.528,0.775,0.01326
2022/6/19 5:50,21.098,0.965,0.0152,22.517,0.775,0.01326
2022/6/19 6:00,21.282,0.96,0.01529,22.507,0.775,0.01326
2022/6/19 6:10,21.405,0.952,0.01527,22.496,0.775,0.01325
2022/6/19 6:20,21.522,0.944,0.01525,22.483,0.775,0.01324
2022/6/19 6:30,21.638,0.935,0.01522,22.47,0.775,0.01322
2022/6/19 6:40,21.755,0.927,0.01519,22.459,0.775,0.01321
2022/6/19 6:50,21.872,0.919,0.01516,22.45,0.775,0.0132
2022/6/19 7:00,21.988,0.911,0.01514,22.443,0.775,0.01319
2022/6/19 7:10,22.24,0.897,0.01515,22.443,0.774,0.01319
2022/6/19 7:20,22.507,0.884,0.01516,22.448,0.774,0.01319
2022/6/19 7:30,22.773,0.87,0.01517,22.457,0.774,0.01319
2022/6/19 7:40,23.04,0.857,0.01518,22.468,0.774,0.0132
2022/6/19 7:50,23.307,0.844,0.0152,22.483,0.773,0.0132
2022/6/19 8:00,23.573,0.831,0.01521,22.5,0.773,0.01321
2022/6/19 8:10,23.84,0.819,0.01523,22.519,0.773,0.01322
2022/6/19 8:20,24.107,0.807,0.01525,22.542,0.773,0.01324
2022/6/19 8:30,24.373,0.795,0.01527,22.567,0.772,0.01325
2022/6/19 8:40,24.64,0.784,0.01529,22.595,0.772,0.01327
2022/6/19 8:50,24.907,0.772,0.01531,22.625,0.772,0.01329
2022/6/19 9:00,25.173,0.761,0.01533,22.658,0.771,0.01331
2022/6/19 9:10,25.425,0.752,0.01538,22.694,0.771,0.01334
2022/6/19 9:20,25.675,0.744,0.01544,22.733,0.771,0.01337
2022/6/19 9:30,25.925,0.735,0.01549,22.775,0.771,0.0134
2022/6/19 9:40,26.175,0.727,0.01555,22.821,0.771,0.01344
2022/6/19 9:50,26.425,0.719,0.0156,22.87,0.771,0.01348
2022/6/19 10:00,26.675,0.711,0.01566,22.923,0.771,0.01352
2022/6/19 10:10,26.97,0.696,0.01559,22.979,0.77,0.01356
2022/6/19 10:20,27.27,0.68,0.01551,23.037,0.769,0.0136
2022/6/19 10:30,27.57,0.665,0.01543,23.099,0.769,0.01363
2022/6/19 10:40,27.87,0.65,0.01535,23.164,0.768,0.01367
2022/6/19 10:50,28.17,0.636,0.01527,23.231,0.767,0.01371
2022/6/19 11:00,28.47,0.621,0.01519,23.302,0.766,0.01375
2022/6/19 11:10,28.59,0.617,0.01519,23.372,0.765,0.0138
2022/6/19 11:20,28.69,0.614,0.01519,23.443,0.765,0.01385
2022/6/19 11:30,28.79,0.61,0.0152,23.517,0.765,0.01391
2022/6/19 11:40,28.89,0.607,0.0152,23.595,0.764,0.01398
2022/6/19 11:50,28.99,0.604,0.01521,23.677,0.764,0.01405
2022/6/19 12:00,29.09,0.6,0.01521,23.761,0.764,0.01412
2022/6/19 12:10,29.4,0.594,0.01532,23.858,0.764,0.0142
2022/6/19 12:20,29.733,0.587,0.01544,23.963,0.764,0.01429
2022/6/19 12:30,30.067,0.58,0.01556,24.074,0.764,0.01438
2022/6/19 12:40,30.4,0.574,0.01569,24.188,0.764,0.01448
2022/6/19 12:50,30.733,0.567,0.01581,24.305,0.764,0.01458
2022/6/19 13:00,31.067,0.561,0.01593,24.425,0.763,0.01469
2022/6/19 13:10,31.07,0.56,0.01591,24.534,0.763,0.01478
2022/6/19 13:20,31.037,0.56,0.01588,24.637,0.763,0.01487
2022/6/19 13:30,31.003,0.56,0.01585,24.738,0.763,0.01496
2022/6/19 13:40,30.97,0.56,0.01582,24.839,0.762,0.01505
2022/6/19 13:50,30.937,0.56,0.01579,24.94,0.762,0.01514
2022/6/19 14:00,30.903,0.56,0.01576,25.041,0.762,0.01523
2022/6/19 14:10,30.93,0.552,0.01557,25.141,0.762,0.01531
2022/6/19 14:20,30.963,0.544,0.01535,25.239,0.761,0.01538
2022/6/19 14:30,30.997,0.536,0.01514,25.334,0.76,0.01545
2022/6/19 14:40,31.03,0.527,0.01493,25.426,0.758,0.01551
2022/6/19 14:50,31.063,0.519,0.01472,25.516,0.757,0.01557
2022/6/19 15:00,31.097,0.511,0.01451,25.603,0.756,0.01563
2022/6/19 15:10,31.13,0.513,0.0146,25.692,0.756,0.01571
2022/6/19 15:20,31.163,0.516,0.01473,25.782,0.756,0.01579
2022/6/19 15:30,31.197,0.52,0.01485,25.873,0.756,0.01589
2022/6/19 15:40,31.23,0.523,0.01498,25.962,0.756,0.01598
2022/6/19 15:50,31.263,0.526,0.0151,26.049,0.756,0.01607
2022/6/19 16:00,31.297,0.53,0.01523,26.134,0.757,0.01616
2022/6/19 16:10,31.015,0.54,0.01528,26.205,0.757,0.01623
2022/6/19 16:20,30.698,0.551,0.01532,26.266,0.757,0.0163
2022/6/19 16:30,30.382,0.563,0.01536,26.322,0.758,0.01637
2022/6/19 16:40,30.065,0.574,0.0154,26.374,0.758,0.01643
2022/6/19 16:50,29.748,0.586,0.01544,26.422,0.759,0.01649
2022/6/19 17:00,29.432,0.599,0.01548,26.468,0.76,0.01655
2022/6/19 17:10,29.145,0.602,0.0153,26.507,0.76,0.01659
2022/6/19 17:20,28.862,0.604,0.01509,26.54,0.759,0.01662
2022/6/19 17:30,28.578,0.605,0.01488,26.568,0.759,0.01664
2022/6/19 17:40,28.295,0.607,0.01467,26.591,0.758,0.01665
2022/6/19 17:50,28.012,0.608,0.01446,26.609,0.758,0.01666
2022/6/19 18:00,27.728,0.61,0.01426,26.623,0.757,0.01666
2022/6/19 18:10,27.55,0.62,0.01435,26.641,0.757,0.01668
2022/6/19 18:20,27.383,0.631,0.01447,26.662,0.758,0.01671
2022/6/19 18:30,27.217,0.643,0.0146,26.683,0.758,0.01674
2022/6/19 18:40,27.05,0.655,0.01472,26.701,0.759,0.01677
2022/6/19 18:50,26.883,0.667,0.01485,26.717,0.76,0.0168
2022/6/19 19:00,26.717,0.679,0.01497,26.731,0.76,0.01683
2022/6/19 19:10,26.49,0.683,0.01486,26.735,0.76,0.01684
2022/6/19 19:20,26.257,0.686,0.01473,26.731,0.76,0.01683
2022/6/19 19:30,26.023,0.69,0.01459,26.722,0.76,0.01681
2022/6/19 19:40,25.79,0.693,0.01446,26.708,0.76,0.01679
2022/6/19 19:50,25.557,0.696,0.01433,26.689,0.759,0.01677
2022/6/19 20:00,25.323,0.7,0.01419,26.666,0.759,0.01674
2022/6/19 20:10,25.255,0.699,0.01411,26.646,0.759,0.01671
2022/6/19 20:20,25.205,0.697,0.01403,26.626,0.758,0.01668
2022/6/19 20:30,25.155,0.695,0.01396,26.604,0.758,0.01665
2022/6/19 20:40,25.105,0.694,0.01388,26.58,0.757,0.01661
2022/6/19 20:50,25.055,0.692,0.0138,26.553,0.757,0.01658
2022/6/19 21:00,25.005,0.69,0.01373,26.523,0.757,0.01654
2022/6/19 21:10,24.925,0.693,0.01372,26.492,0.756,0.0165
2022/6/19 21:20,24.842,0.696,0.01371,26.459,0.756,0.01646
2022/6/19 21:30,24.758,0.7,0.01371,26.424,0.756,0.01643
2022/6/19 21:40,24.675,0.703,0.01371,26.388,0.756,0.01639
2022/6/19 21:50,24.592,0.706,0.01371,26.351,0.756,0.01635
2022/6/19 22:00,24.508,0.71,0.0137,26.312,0.756,0.01631
2022/6/19 22:10,24.5,0.708,0.01367,26.275,0.756,0.01627
2022/6/19 22:20,24.5,0.707,0.01364,26.238,0.755,0.01623
2022/6/19 22:30,24.5,0.705,0.01361,26.2,0.755,0.01618
2022/6/19 22:40,24.5,0.703,0.01357,26.161,0.755,0.01614
2022/6/19 22:50,24.5,0.702,0.01354,26.122,0.754,0.01609
2022/6/19 23:00,24.5,0.7,0.01351,26.082,0.754,0.01604
2022/6/19 23:10,24.485,0.701,0.01352,26.042,0.754,0.016
2022/6/19 23:20,24.468,0.703,0.01354,26.003,0.754,0.01596
2022/6/19 23:30,24.452,0.705,0.01356,25.963,0.754,0.01592
2022/6/19 23:40,24.435,0.706,0.01358,25.924,0.753,0.01588
2022/6/19 23:50,24.418,0.708,0.0136,25.885,0.753,0.01584
2022/6/20 0:00,24.402,0.71,0.01362,25.847,0.753,0.0158
2022/6/20 0:10,24.25,0.722,0.01372,25.805,0.754,0.01577
2022/6/20 0:20,24.083,0.735,0.01383,25.763,0.754,0.01574
2022/6/20 0:30,23.917,0.748,0.01394,25.721,0.755,0.01571
2022/6/20 0:40,23.75,0.761,0.01405,25.68,0.755,0.01569
2022/6/20 0:50,23.583,0.775,0.01416,25.639,0.756,0.01566
2022/6/20 1:00,23.417,0.789,0.01427,25.599,0.757,0.01564
2022/6/20 1:10,23.4,0.788,0.01426,25.563,0.757,0.01561
2022/6/20 1:20,23.4,0.787,0.01422,25.528,0.757,0.01558
2022/6/20 1:30,23.4,0.785,0.01419,25.493,0.757,0.01554
2022/6/20 1:40,23.4,0.784,0.01416,25.457,0.757,0.0155
2022/6/20 1:50,23.4,0.782,0.01413,25.422,0.756,0.01546
2022/6/20 2:00,23.4,0.78,0.0141,25.386,0.756,0.01542
2022/6/20 2:10,23.34,0.784,0.01413,25.349,0.756,0.01539
2022/6/20 2:20,23.273,0.789,0.01416,25.311,0.756,0.01536
2022/6/20 2:30,23.207,0.794,0.01419,25.274,0.756,0.01532
2022/6/20 2:40,23.14,0.799,0.01423,25.237,0.757,0.01529
2022/6/20 2:50,23.073,0.804,0.01426,25.2,0.757,0.01526
2022/6/20 3:00,23.007,0.809,0.01429,25.163,0.757,0.01523
2022/6/20 3:10,22.985,0.809,0.01426,25.127,0.757,0.0152
2022/6/20 3:20,22.968,0.807,0.01421,25.091,0.757,0.01517
2022/6/20 3:30,22.952,0.805,0.01417,25.055,0.757,0.01513
2022/6/20 3:40,22.935,0.804,0.01412,25.019,0.756,0.01509
2022/6/20 3:50,22.918,0.802,0.01408,24.982,0.756,0.01505
2022/6/20 4:00,22.902,0.8,0.01403,24.945,0.756,0.01501
2022/6/20 4:10,22.84,0.806,0.01408,24.908,0.756,0.01498
2022/6/20 4:20,22.773,0.813,0.01414,24.872,0.756,0.01495
2022/6/20 4:30,22.707,0.819,0.0142,24.836,0.757,0.01493
2022/6/20 4:40,22.64,0.826,0.01426,24.801,0.757,0.0149
2022/6/20 4:50,22.573,0.833,0.01432,24.767,0.757,0.01488
2022/6/20 5:00,22.507,0.839,0.01438,24.733,0.758,0.01486
2022/6/20 5:10,22.605,0.839,0.01445,24.705,0.758,0.01484
2022/6/20 5:20,22.722,0.837,0.01453,24.682,0.758,0.01482
2022/6/20 5:30,22.838,0.835,0.0146,24.66,0.758,0.0148
2022/6/20 5:40,22.955,0.834,0.01468,24.638,0.759,0.01479
2022/6/20 5:50,23.072,0.832,0.01476,24.619,0.759,0.01477
2022/6/20 6:00,23.188,0.83,0.01483,24.6,0.759,0.01476
2022/6/20 6:10,23.35,0.825,0.01489,24.584,0.759,0.01475
2022/6/20 6:20,23.517,0.82,0.01495,24.57,0.759,0.01473
2022/6/20 6:30,23.683,0.815,0.01501,24.557,0.759,0.01472
2022/6/20 6:40,23.85,0.81,0.01507,24.547,0.759,0.01471
2022/6/20 6:50,24.017,0.805,0.01513,24.538,0.759,0.01471
2022/6/20 7:00,24.183,0.8,0.01519,24.532,0.759,0.0147
2022/6/20 7:10,24.41,0.795,0.01531,24.531,0.759,0.0147
2022/6/20 7:20,24.643,0.79,0.01543,24.535,0.759,0.01471
2022/6/20 7:30,24.877,0.785,0.01555,24.542,0.76,0.01472
2022/6/20 7:40,25.11,0.78,0.01567,24.552,0.76,0.01473
2022/6/20 7:50,25.343,0.775,0.01579,24.566,0.76,0.01475
