temp,rh,miu,miu,pv,phi,dphi,crow,lam,dw,dp,ldml,ldmg,ldtg,
20,0.63,-62560.86156,6.26E+04,1473.446331,0.058023478,5.77E-07,2.78E+06,1.503082173,1.57E-26,2.57E-12,1.60E-24,1.40E-14,1.20E-10,
20,0.6301,-62539.37077,6.25E+04,1473.680211,0.058035889,5.78E-07,2.78E+06,1.503125612,1.57E-26,2.57E-12,1.60E-24,1.40E-14,1.20E-10,
20,0.6302,-62517.88339,6.25E+04,1473.914092,0.058048304,5.78E-07,2.78E+06,1.503169064,1.58E-26,2.57E-12,1.61E-24,1.40E-14,1.21E-10,
20,0.6303,-62496.39942,6.25E+04,1474.147972,0.058060722,5.78E-07,2.78E+06,1.503212529,1.59E-26,2.57E-12,1.62E-24,1.40E-14,1.21E-10,
20,0.6304,-62474.91885,6.25E+04,1474.381853,0.058073145,5.78E-07,2.78E+06,1.503256006,1.59E-26,2.58E-12,1.63E-24,1.40E-14,1.21E-10,
20,0.6305,-62453.4417,6.25E+04,1474.615733,0.05808557,5.79E-07,2.78E+06,1.503299496,1.60E-26,2.58E-12,1.63E-24,1.40E-14,1.21E-10,
20,0.6306,-62431.96795,6.24E+04,1474.849613,0.058098,5.79E-07,2.78E+06,1.503343,1.61E-26,2.58E-12,1.64E-24,1.40E-14,1.21E-10,
20,0.6307,-62410.4976,6.24E+04,1475.083494,0.058110433,5.79E-07,2.78E+06,1.503386516,1.62E-26,2.58E-12,1.65E-24,1.40E-14,1.21E-10,
20,0.6308,-62389.03066,6.24E+04,1475.317374,0.05812287,5.79E-07,2.78E+06,1.503430045,1.62E-26,2.58E-12,1.65E-24,1.40E-14,1.21E-10,
20,0.6309,-62367.56713,6.24E+04,1475.551254,0.05813531,5.80E-07,2.78E+06,1.503473586,1.63E-26,2.58E-12,1.66E-24,1.40E-14,1.21E-10,
20,0.631,-62346.10699,6.23E+04,1475.785135,0.058147755,5.80E-07,2.78E+06,1.503517141,1.64E-26,2.58E-12,1.67E-24,1.41E-14,1.21E-10,
20,0.6311,-62324.65025,6.23E+04,1476.019015,0.058160202,5.80E-07,2.78E+06,1.503560708,1.64E-26,2.58E-12,1.68E-24,1.41E-14,1.21E-10,
20,0.6312,-62303.19692,6.23E+04,1476.252895,0.058172654,5.81E-07,2.78E+06,1.503604289,1.65E-26,2.58E-12,1.68E-24,1.41E-14,1.21E-10,
20,0.6313,-62281.74698,6.23E+04,1476.486776,0.058185109,5.81E-07,2.78E+06,1.503647882,1.66E-26,2.58E-12,1.69E-24,1.41E-14,1.21E-10,
20,0.6314,-62260.30044,6.23E+04,1476.720656,0.058197568,5.81E-07,2.78E+06,1.503691488,1.67E-26,2.58E-12,1.70E-24,1.41E-14,1.21E-10,
20,0.6315,-62238.8573,6.22E+04,1476.954537,0.058210031,5.81E-07,2.78E+06,1.503735107,1.67E-26,2.58E-12,1.71E-24,1.41E-14,1.21E-10,
20,0.6316,-62217.41755,6.22E+04,1477.188417,0.058222497,5.82E-07,2.78E+06,1.503778739,1.68E-26,2.58E-12,1.71E-24,1.41E-14,1.21E-10,
20,0.6317,-62195.9812,6.22E+04,1477.422297,0.058234967,5.82E-07,2.78E+06,1.503822384,1.69E-26,2.58E-12,1.72E-24,1.41E-14,1.21E-10,
20,0.6318,-62174.54824,6.22E+04,1477.656178,0.05824744,5.82E-07,2.78E+06,1.503866042,1.69E-26,2.58E-12,1.73E-24,1.41E-14,1.21E-10,
20,0.6319,-62153.11867,6.22E+04,1477.890058,0.058259918,5.82E-07,2.78E+06,1.503909712,1.70E-26,2.58E-12,1.74E-24,1.41E-14,1.21E-10,
20,0.632,-62131.69249,6.21E+04,1478.123938,0.058272399,5.83E-07,2.78E+06,1.503953396,1.71E-26,2.58E-12,1.74E-24,1.41E-14,1.21E-10,
20,0.6321,-62110.2697,6.21E+04,1478.357819,0.058284884,5.83E-07,2.78E+06,1.503997092,1.72E-26,2.58E-12,1.75E-24,1.41E-14,1.21E-10,
20,0.6322,-62088.8503,6.21E+04,1478.591699,0.058297372,5.83E-07,2.78E+06,1.504040802,1.72E-26,2.58E-12,1.76E-24,1.41E-14,1.21E-10,
20,0.6323,-62067.43429,6.21E+04,1478.82558,0.058309864,5.83E-07,2.78E+06,1.504084524,1.73E-26,2.58E-12,1.77E-24,1.41E-14,1.21E-10,
20,0.6324,-62046.02167,6.20E+04,1479.05946,0.05832236,5.84E-07,2.78E+06,1.504128259,1.74E-26,2.59E-12,1.77E-24,1.41E-14,1.21E-10,
20,0.6325,-62024.61243,6.20E+04,1479.29334,0.058334859,5.84E-07,2.78E+06,1.504172008,1.75E-26,2.59E-12,1.78E-24,1.41E-14,1.21E-10,
20,0.6326,-62003.20658,6.20E+04,1479.527221,0.058347363,5.84E-07,2.78E+06,1.504215769,1.75E-26,2.59E-12,1.79E-24,1.41E-14,1.22E-10,
20,0.6327,-61981.80411,6.20E+04,1479.761101,0.058359869,5.84E-07,2.78E+06,1.504259543,1.76E-26,2.59E-12,1.80E-24,1.41E-14,1.22E-10,
20,0.6328,-61960.40502,6.20E+04,1479.994981,0.05837238,5.85E-07,2.78E+06,1.50430333,1.77E-26,2.59E-12,1.81E-24,1.41E-14,1.22E-10,
20,0.6329,-61939.00931,6.19E+04,1480.228862,0.058384894,5.85E-07,2.78E+06,1.50434713,1.78E-26,2.59E-12,1.81E-24,1.41E-14,1.22E-10,
20,0.633,-61917.61699,6.19E+04,1480.462742,0.058397412,5.85E-07,2.78E+06,1.504390943,1.79E-26,2.59E-12,1.82E-24,1.42E-14,1.22E-10,
20,0.6331,-61896.22804,6.19E+04,1480.696623,0.058409934,5.86E-07,2.78E+06,1.504434769,1.79E-26,2.59E-12,1.83E-24,1.42E-14,1.22E-10,
20,0.6332,-61874.84247,6.19E+04,1480.930503,0.058422459,5.86E-07,2.78E+06,1.504478608,1.80E-26,2.59E-12,1.84E-24,1.42E-14,1.22E-10,
20,0.6333,-61853.46028,6.19E+04,1481.164383,0.058434989,5.86E-07,2.78E+06,1.50452246,1.81E-26,2.59E-12,1.85E-24,1.42E-14,1.22E-10,
20,0.6334,-61832.08146,6.18E+04,1481.398264,0.058447521,5.86E-07,2.78E+06,1.504566325,1.82E-26,2.59E-12,1.85E-24,1.42E-14,1.22E-10,
20,0.6335,-61810.70602,6.18E+04,1481.632144,0.058460058,5.87E-07,2.78E+06,1.504610203,1.83E-26,2.59E-12,1.86E-24,1.42E-14,1.22E-10,
20,0.6336,-61789.33396,6.18E+04,1481.866024,0.058472598,5.87E-07,2.78E+06,1.504654094,1.83E-26,2.59E-12,1.87E-24,1.42E-14,1.22E-10,
20,0.6337,-61767.96526,6.18E+04,1482.099905,0.058485142,5.87E-07,2.78E+06,1.504697998,1.84E-26,2.59E-12,1.88E-24,1.42E-14,1.22E-10,
20,0.6338,-61746.59994,6.17E+04,1482.333785,0.05849769,5.87E-07,2.78E+06,1.504741915,1.85E-26,2.59E-12,1.89E-24,1.42E-14,1.22E-10,
20,0.6339,-61725.23799,6.17E+04,1482.567665,0.058510242,5.88E-07,2.78E+06,1.504785845,1.86E-26,2.59E-12,1.89E-24,1.42E-14,1.22E-10,
20,0.634,-61703.87941,6.17E+04,1482.801546,0.058522797,5.88E-07,2.78E+06,1.504829788,1.87E-26,2.59E-12,1.90E-24,1.42E-14,1.22E-10,
20,0.6341,-61682.5242,6.17E+04,1483.035426,0.058535356,5.88E-07,2.78E+06,1.504873744,1.87E-26,2.59E-12,1.91E-24,1.42E-14,1.22E-10,
20,0.6342,-61661.17235,6.17E+04,1483.269307,0.058547918,5.88E-07,2.78E+06,1.504917714,1.88E-26,2.59E-12,1.92E-24,1.42E-14,1.22E-10,
20,0.6343,-61639.82387,6.16E+04,1483.503187,0.058560485,5.89E-07,2.78E+06,1.504961696,1.89E-26,2.60E-12,1.93E-24,1.42E-14,1.22E-10,
20,0.6344,-61618.47876,6.16E+04,1483.737067,0.058573055,5.89E-07,2.78E+06,1.505005691,1.90E-26,2.60E-12,1.94E-24,1.42E-14,1.22E-10,
20,0.6345,-61597.13701,6.16E+04,1483.970948,0.058585628,5.89E-07,2.78E+06,1.505049699,1.91E-26,2.60E-12,1.95E-24,1.42E-14,1.22E-10,
20,0.6346,-61575.79862,6.16E+04,1484.204828,0.058598206,5.90E-07,2.78E+06,1.505093721,1.92E-26,2.60E-12,1.95E-24,1.42E-14,1.22E-10,
20,0.6347,-61554.4636,6.16E+04,1484.438708,0.058610787,5.90E-07,2.78E+06,1.505137755,1.92E-26,2.60E-12,1.96E-24,1.42E-14,1.22E-10,
20,0.6348,-61533.13194,6.15E+04,1484.672589,0.058623372,5.90E-07,2.78E+06,1.505181803,1.93E-26,2.60E-12,1.97E-24,1.42E-14,1.22E-10,
20,0.6349,-61511.80363,6.15E+04,1484.906469,0.058635961,5.90E-07,2.78E+06,1.505225863,1.94E-26,2.60E-12,1.98E-24,1.42E-14,1.22E-10,
20,0.635,-61490.47869,6.15E+04,1485.14035,0.058648553,5.91E-07,2.78E+06,1.505269937,1.95E-26,2.60E-12,1.99E-24,1.43E-14,1.23E-10,
20,0.6351,-61469.15711,6.15E+04,1485.37423,0.05866115,5.91E-07,2.78E+06,1.505314024,1.96E-26,2.60E-12,2.00E-24,1.43E-14,1.23E-10,
20,0.6352,-61447.83888,6.14E+04,1485.60811,0.05867375,5.91E-07,2.78E+06,1.505358123,1.97E-26,2.60E-12,2.01E-24,1.43E-14,1.23E-10,
20,0.6353,-61426.524,6.14E+04,1485.841991,0.058686353,5.91E-07,2.78E+06,1.505402236,1.98E-26,2.60E-12,2.01E-24,1.43E-14,1.23E-10,
20,0.6354,-61405.21249,6.14E+04,1486.075871,0.058698961,5.92E-07,2.78E+06,1.505446362,1.98E-26,2.60E-12,2.02E-24,1.43E-14,1.23E-10,
20,0.6355,-61383.90432,6.14E+04,1486.309751,0.058711572,5.92E-07,2.78E+06,1.505490502,1.99E-26,2.60E-12,2.03E-24,1.43E-14,1.23E-10,
20,0.6356,-61362.59951,6.14E+04,1486.543632,0.058724187,5.92E-07,2.78E+06,1.505534654,2.00E-26,2.60E-12,2.04E-24,1.43E-14,1.23E-10,
20,0.6357,-61341.29805,6.13E+04,1486.777512,0.058736805,5.93E-07,2.78E+06,1.505578819,2.01E-26,2.60E-12,2.05E-24,1.43E-14,1.23E-10,
20,0.6358,-61319.99994,6.13E+04,1487.011393,0.058749428,5.93E-07,2.78E+06,1.505622998,2.02E-26,2.60E-12,2.06E-24,1.43E-14,1.23E-10,
20,0.6359,-61298.70518,6.13E+04,1487.245273,0.058762054,5.93E-07,2.78E+06,1.505667189,2.03E-26,2.60E-12,2.07E-24,1.43E-14,1.23E-10,
20,0.636,-61277.41377,6.13E+04,1487.479153,0.058774684,5.93E-07,2.78E+06,1.505711394,2.04E-26,2.60E-12,2.08E-24,1.43E-14,1.23E-10,
20,0.6361,-61256.12571,6.13E+04,1487.713034,0.058787318,5.94E-07,2.78E+06,1.505755612,2.05E-26,2.60E-12,2.09E-24,1.43E-14,1.23E-10,
20,0.6362,-61234.84099,6.12E+04,1487.946914,0.058799955,5.94E-07,2.78E+06,1.505799843,2.06E-26,2.61E-12,2.10E-24,1.43E-14,1.23E-10,
20,0.6363,-61213.55962,6.12E+04,1488.180794,0.058812596,5.94E-07,2.78E+06,1.505844087,2.07E-26,2.61E-12,2.11E-24,1.43E-14,1.23E-10,
20,0.6364,-61192.28159,6.12E+04,1488.414675,0.058825241,5.94E-07,2.78E+06,1.505888345,2.07E-26,2.61E-12,2.12E-24,1.43E-14,1.23E-10,
20,0.6365,-61171.00691,6.12E+04,1488.648555,0.05883789,5.95E-07,2.78E+06,1.505932615,2.08E-26,2.61E-12,2.12E-24,1.43E-14,1.23E-10,
20,0.6366,-61149.73557,6.11E+04,1488.882435,0.058850543,5.95E-07,2.78E+06,1.505976899,2.09E-26,2.61E-12,2.13E-24,1.43E-14,1.23E-10,
20,0.6367,-61128.46756,6.11E+04,1489.116316,0.058863199,5.95E-07,2.78E+06,1.506021196,2.10E-26,2.61E-12,2.14E-24,1.43E-14,1.23E-10,
20,0.6368,-61107.2029,6.11E+04,1489.350196,0.058875859,5.95E-07,2.78E+06,1.506065506,2.11E-26,2.61E-12,2.15E-24,1.43E-14,1.23E-10,
20,0.6369,-61085.94158,6.11E+04,1489.584077,0.058888523,5.96E-07,2.78E+06,1.506109829,2.12E-26,2.61E-12,2.16E-24,1.44E-14,1.23E-10,
20,0.637,-61064.6836,6.11E+04,1489.817957,0.05890119,5.96E-07,2.78E+06,1.506154166,2.13E-26,2.61E-12,2.17E-24,1.44E-14,1.23E-10,
20,0.6371,-61043.42895,6.10E+04,1490.051837,0.058913862,5.96E-07,2.78E+06,1.506198515,2.14E-26,2.61E-12,2.18E-24,1.44E-14,1.23E-10,
20,0.6372,-61022.17764,6.10E+04,1490.285718,0.058926537,5.97E-07,2.78E+06,1.506242878,2.15E-26,2.61E-12,2.19E-24,1.44E-14,1.23E-10,
20,0.6373,-61000.92966,6.10E+04,1490.519598,0.058939216,5.97E-07,2.78E+06,1.506287254,2.16E-26,2.61E-12,2.20E-24,1.44E-14,1.24E-10,
20,0.6374,-60979.68502,6.10E+04,1490.753478,0.058951898,5.97E-07,2.78E+06,1.506331644,2.17E-26,2.61E-12,2.21E-24,1.44E-14,1.24E-10,
20,0.6375,-60958.44371,6.10E+04,1490.987359,0.058964585,5.97E-07,2.78E+06,1.506376046,2.18E-26,2.61E-12,2.22E-24,1.44E-14,1.24E-10,
20,0.6376,-60937.20573,6.09E+04,1491.221239,0.058977275,5.98E-07,2.78E+06,1.506420462,2.19E-26,2.61E-12,2.23E-24,1.44E-14,1.24E-10,
20,0.6377,-60915.97109,6.09E+04,1491.45512,0.058989969,5.98E-07,2.78E+06,1.506464891,2.20E-26,2.61E-12,2.24E-24,1.44E-14,1.24E-10,
20,0.6378,-60894.73977,6.09E+04,1491.689,0.059002667,5.98E-07,2.78E+06,1.506509333,2.21E-26,2.61E-12,2.25E-24,1.44E-14,1.24E-10,
20,0.6379,-60873.51178,6.09E+04,1491.92288,0.059015368,5.98E-07,2.78E+06,1.506553789,2.22E-26,2.61E-12,2.26E-24,1.44E-14,1.24E-10,
20,0.638,-60852.28712,6.09E+04,1492.156761,0.059028073,5.99E-07,2.78E+06,1.506598257,2.23E-26,2.61E-12,2.27E-24,1.44E-14,1.24E-10,
20,0.6381,-60831.06578,6.08E+04,1492.390641,0.059040783,5.99E-07,2.78E+06,1.506642739,2.24E-26,2.62E-12,2.28E-24,1.44E-14,1.24E-10,
20,0.6382,-60809.84777,6.08E+04,1492.624521,0.059053496,5.99E-07,2.78E+06,1.506687234,2.25E-26,2.62E-12,2.29E-24,1.44E-14,1.24E-10,
20,0.6383,-60788.63309,6.08E+04,1492.858402,0.059066212,6.00E-07,2.78E+06,1.506731743,2.26E-26,2.62E-12,2.30E-24,1.44E-14,1.24E-10,
20,0.6384,-60767.42173,6.08E+04,1493.092282,0.059078933,6.00E-07,2.78E+06,1.506776265,2.27E-26,2.62E-12,2.31E-24,1.44E-14,1.24E-10,
20,0.6385,-60746.21369,6.07E+04,1493.326162,0.059091657,6.00E-07,2.78E+06,1.5068208,2.28E-26,2.62E-12,2.32E-24,1.44E-14,1.24E-10,
20,0.6386,-60725.00897,6.07E+04,1493.560043,0.059104385,6.00E-07,2.78E+06,1.506865348,2.29E-26,2.62E-12,2.33E-24,1.44E-14,1.24E-10,
20,0.6387,-60703.80757,6.07E+04,1493.793923,0.059117117,6.01E-07,2.78E+06,1.50690991,2.30E-26,2.62E-12,2.34E-24,1.44E-14,1.24E-10,
20,0.6388,-60682.60949,6.07E+04,1494.027804,0.059129853,6.01E-07,2.78E+06,1.506954485,2.31E-26,2.62E-12,2.35E-24,1.45E-14,1.24E-10,
20,0.6389,-60661.41473,6.07E+04,1494.261684,0.059142592,6.01E-07,2.78E+06,1.506999073,2.32E-26,2.62E-12,2.36E-24,1.45E-14,1.24E-10,
20,0.639,-60640.22329,6.06E+04,1494.495564,0.059155335,6.01E-07,2.78E+06,1.507043674,2.33E-26,2.62E-12,2.37E-24,1.45E-14,1.24E-10,
20,0.6391,-60619.03516,6.06E+04,1494.729445,0.059168083,6.02E-07,2.78E+06,1.507088289,2.34E-26,2.62E-12,2.38E-24,1.45E-14,1.24E-10,
20,0.6392,-60597.85035,6.06E+04,1494.963325,0.059180833,6.02E-07,2.78E+06,1.507132917,2.35E-26,2.62E-12,2.40E-24,1.45E-14,1.24E-10,
20,0.6393,-60576.66885,6.06E+04,1495.197205,0.059193588,6.02E-07,2.78E+06,1.507177559,2.36E-26,2.62E-12,2.41E-24,1.45E-14,1.24E-10,
20,0.6394,-60555.49067,6.06E+04,1495.431086,0.059206347,6.03E-07,2.78E+06,1.507222213,2.37E-26,2.62E-12,2.42E-24,1.45E-14,1.24E-10,
20,0.6395,-60534.31579,6.05E+04,1495.664966,0.059219109,6.03E-07,2.78E+06,1.507266882,2.38E-26,2.62E-12,2.43E-24,1.45E-14,1.24E-10,
20,0.6396,-60513.14423,6.05E+04,1495.898847,0.059231875,6.03E-07,2.78E+06,1.507311563,2.39E-26,2.62E-12,2.44E-24,1.45E-14,1.25E-10,
20,0.6397,-60491.97598,6.05E+04,1496.132727,0.059244645,6.03E-07,2.78E+06,1.507356258,2.40E-26,2.62E-12,2.45E-24,1.45E-14,1.25E-10,
20,0.6398,-60470.81103,6.05E+04,1496.366607,0.059257419,6.04E-07,2.78E+06,1.507400966,2.41E-26,2.62E-12,2.46E-24,1.45E-14,1.25E-10,
20,0.6399,-60449.6494,6.04E+04,1496.600488,0.059270196,6.04E-07,2.78E+06,1.507445688,2.42E-26,2.63E-12,2.47E-24,1.45E-14,1.25E-10,
20,0.64,-60428.49107,6.04E+04,1496.834368,0.059282978,6.04E-07,2.78E+06,1.507490422,2.43E-26,2.63E-12,2.48E-24,1.45E-14,1.25E-10,
20,0.6401,-60407.33604,6.04E+04,1497.068248,0.059295763,6.04E-07,2.78E+06,1.507535171,2.45E-26,2.63E-12,2.49E-24,1.45E-14,1.25E-10,
20,0.6402,-60386.18433,6.04E+04,1497.302129,0.059308552,6.05E-07,2.78E+06,1.507579932,2.46E-26,2.63E-12,2.51E-24,1.45E-14,1.25E-10,
20,0.6403,-60365.03591,6.04E+04,1497.536009,0.059321345,6.05E-07,2.78E+06,1.507624707,2.47E-26,2.63E-12,2.52E-24,1.45E-14,1.25E-10,
20,0.6404,-60343.8908,6.03E+04,1497.76989,0.059334142,6.05E-07,2.78E+06,1.507669496,2.48E-26,2.63E-12,2.53E-24,1.45E-14,1.25E-10,
20,0.6405,-60322.74899,6.03E+04,1498.00377,0.059346942,6.06E-07,2.78E+06,1.507714297,2.49E-26,2.63E-12,2.54E-24,1.45E-14,1.25E-10,
20,0.6406,-60301.61048,6.03E+04,1498.23765,0.059359746,6.06E-07,2.78E+06,1.507759113,2.50E-26,2.63E-12,2.55E-24,1.45E-14,1.25E-10,
20,0.6407,-60280.47527,6.03E+04,1498.471531,0.059372555,6.06E-07,2.78E+06,1.507803941,2.51E-26,2.63E-12,2.56E-24,1.46E-14,1.25E-10,
20,0.6408,-60259.34335,6.03E+04,1498.705411,0.059385367,6.06E-07,2.78E+06,1.507848783,2.52E-26,2.63E-12,2.57E-24,1.46E-14,1.25E-10,
20,0.6409,-60238.21474,6.02E+04,1498.939291,0.059398182,6.07E-07,2.78E+06,1.507893639,2.53E-26,2.63E-12,2.58E-24,1.46E-14,1.25E-10,
20,0.641,-60217.08942,6.02E+04,1499.173172,0.059411002,6.07E-07,2.78E+06,1.507938507,2.55E-26,2.63E-12,2.60E-24,1.46E-14,1.25E-10,
20,0.6411,-60195.9674,6.02E+04,1499.407052,0.059423826,6.07E-07,2.78E+06,1.50798339,2.56E-26,2.63E-12,2.61E-24,1.46E-14,1.25E-10,
20,0.6412,-60174.84867,6.02E+04,1499.640932,0.059436653,6.08E-07,2.78E+06,1.508028285,2.57E-26,2.63E-12,2.62E-24,1.46E-14,1.25E-10,
20,0.6413,-60153.73323,6.02E+04,1499.874813,0.059449484,6.08E-07,2.78E+06,1.508073194,2.58E-26,2.63E-12,2.63E-24,1.46E-14,1.25E-10,
20,0.6414,-60132.62109,6.01E+04,1500.108693,0.059462319,6.08E-07,2.78E+06,1.508118117,2.59E-26,2.63E-12,2.64E-24,1.46E-14,1.25E-10,
20,0.6415,-60111.51224,6.01E+04,1500.342574,0.059475158,6.08E-07,2.78E+06,1.508163053,2.60E-26,2.63E-12,2.66E-24,1.46E-14,1.25E-10,
20,0.6416,-60090.40668,6.01E+04,1500.576454,0.059488001,6.09E-07,2.78E+06,1.508208002,2.62E-26,2.63E-12,2.67E-24,1.46E-14,1.25E-10,
20,0.6417,-60069.30441,6.01E+04,1500.810334,0.059500847,6.09E-07,2.78E+06,1.508252965,2.63E-26,2.64E-12,2.68E-24,1.46E-14,1.25E-10,
20,0.6418,-60048.20542,6.00E+04,1501.044215,0.059513698,6.09E-07,2.78E+06,1.508297942,2.64E-26,2.64E-12,2.69E-24,1.46E-14,1.26E-10,
20,0.6419,-60027.10973,6.00E+04,1501.278095,0.059526552,6.09E-07,2.78E+06,1.508342932,2.65E-26,2.64E-12,2.70E-24,1.46E-14,1.26E-10,
20,0.642,-60006.01732,6.00E+04,1501.511975,0.05953941,6.10E-07,2.78E+06,1.508387935,2.66E-26,2.64E-12,2.72E-24,1.46E-14,1.26E-10,
20,0.6421,-59984.92819,6.00E+04,1501.745856,0.059552272,6.10E-07,2.78E+06,1.508432952,2.68E-26,2.64E-12,2.73E-24,1.46E-14,1.26E-10,
20,0.6422,-59963.84235,6.00E+04,1501.979736,0.059565138,6.10E-07,2.78E+06,1.508477982,2.69E-26,2.64E-12,2.74E-24,1.46E-14,1.26E-10,
20,0.6423,-59942.75979,5.99E+04,1502.213617,0.059578007,6.11E-07,2.78E+06,1.508523026,2.70E-26,2.64E-12,2.75E-24,1.46E-14,1.26E-10,
20,0.6424,-59921.68052,5.99E+04,1502.447497,0.059590881,6.11E-07,2.78E+06,1.508568083,2.71E-26,2.64E-12,2.77E-24,1.46E-14,1.26E-10,
20,0.6425,-59900.60452,5.99E+04,1502.681377,0.059603758,6.11E-07,2.78E+06,1.508613154,2.72E-26,2.64E-12,2.78E-24,1.46E-14,1.26E-10,
20,0.6426,-59879.53181,5.99E+04,1502.915258,0.05961664,6.11E-07,2.78E+06,1.508658238,2.74E-26,2.64E-12,2.79E-24,1.47E-14,1.26E-10,
20,0.6427,-59858.46237,5.99E+04,1503.149138,0.059629525,6.12E-07,2.78E+06,1.508703336,2.75E-26,2.64E-12,2.80E-24,1.47E-14,1.26E-10,
20,0.6428,-59837.39621,5.98E+04,1503.383018,0.059642414,6.12E-07,2.78E+06,1.508748448,2.76E-26,2.64E-12,2.82E-24,1.47E-14,1.26E-10,
20,0.6429,-59816.33333,5.98E+04,1503.616899,0.059655306,6.12E-07,2.78E+06,1.508793572,2.77E-26,2.64E-12,2.83E-24,1.47E-14,1.26E-10,
20,0.643,-59795.27373,5.98E+04,1503.850779,0.059668203,6.13E-07,2.78E+06,1.508838711,2.79E-26,2.64E-12,2.84E-24,1.47E-14,1.26E-10,
20,0.6431,-59774.2174,5.98E+04,1504.08466,0.059681104,6.13E-07,2.78E+06,1.508883863,2.80E-26,2.64E-12,2.85E-24,1.47E-14,1.26E-10,
20,0.6432,-59753.16434,5.98E+04,1504.31854,0.059694008,6.13E-07,2.78E+06,1.508929028,2.81E-26,2.64E-12,2.87E-24,1.47E-14,1.26E-10,
20,0.6433,-59732.11456,5.97E+04,1504.55242,0.059706916,6.13E-07,2.78E+06,1.508974207,2.82E-26,2.64E-12,2.88E-24,1.47E-14,1.26E-10,
20,0.6434,-59711.06805,5.97E+04,1504.786301,0.059719829,6.14E-07,2.78E+06,1.5090194,2.84E-26,2.65E-12,2.89E-24,1.47E-14,1.26E-10,
20,0.6435,-59690.02481,5.97E+04,1505.020181,0.059732745,6.14E-07,2.78E+06,1.509064606,2.85E-26,2.65E-12,2.91E-24,1.47E-14,1.26E-10,
20,0.6436,-59668.98484,5.97E+04,1505.254061,0.059745665,6.14E-07,2.78E+06,1.509109826,2.86E-26,2.65E-12,2.92E-24,1.47E-14,1.26E-10,
20,0.6437,-59647.94814,5.96E+04,1505.487942,0.059758588,6.14E-07,2.78E+06,1.509155059,2.88E-26,2.65E-12,2.93E-24,1.47E-14,1.26E-10,
20,0.6438,-59626.9147,5.96E+04,1505.721822,0.059771516,6.15E-07,2.78E+06,1.509200306,2.89E-26,2.65E-12,2.95E-24,1.47E-14,1.26E-10,
20,0.6439,-59605.88454,5.96E+04,1505.955702,0.059784448,6.15E-07,2.78E+06,1.509245567,2.90E-26,2.65E-12,2.96E-24,1.47E-14,1.26E-10,
20,0.644,-59584.85764,5.96E+04,1506.189583,0.059797383,6.15E-07,2.78E+06,1.509290841,2.92E-26,2.65E-12,2.97E-24,1.47E-14,1.27E-10,
20,0.6441,-59563.834,5.96E+04,1506.423463,0.059810322,6.16E-07,2.78E+06,1.509336129,2.93E-26,2.65E-12,2.99E-24,1.47E-14,1.27E-10,
20,0.6442,-59542.81363,5.95E+04,1506.657344,0.059823266,6.16E-07,2.78E+06,1.50938143,2.94E-26,2.65E-12,3.00E-24,1.47E-14,1.27E-10,
20,0.6443,-59521.79652,5.95E+04,1506.891224,0.059836213,6.16E-07,2.78E+06,1.509426745,2.95E-26,2.65E-12,3.01E-24,1.47E-14,1.27E-10,
20,0.6444,-59500.78267,5.95E+04,1507.125104,0.059849164,6.16E-07,2.78E+06,1.509472073,2.97E-26,2.65E-12,3.03E-24,1.48E-14,1.27E-10,
20,0.6445,-59479.77208,5.95E+04,1507.358985,0.059862119,6.17E-07,2.78E+06,1.509517416,2.98E-26,2.65E-12,3.04E-24,1.48E-14,1.27E-10,
20,0.6446,-59458.76476,5.95E+04,1507.592865,0.059875078,6.17E-07,2.78E+06,1.509562771,3.00E-26,2.65E-12,3.05E-24,1.48E-14,1.27E-10,
20,0.6447,-59437.76069,5.94E+04,1507.826745,0.05988804,6.17E-07,2.78E+06,1.509608141,3.01E-26,2.65E-12,3.07E-24,1.48E-14,1.27E-10,
20,0.6448,-59416.75988,5.94E+04,1508.060626,0.059901007,6.18E-07,2.78E+06,1.509653524,3.02E-26,2.65E-12,3.08E-24,1.48E-14,1.27E-10,
20,0.6449,-59395.76232,5.94E+04,1508.294506,0.059913977,6.18E-07,2.78E+06,1.509698921,3.04E-26,2.65E-12,3.10E-24,1.48E-14,1.27E-10,
20,0.645,-59374.76802,5.94E+04,1508.528387,0.059926952,6.18E-07,2.78E+06,1.509744331,3.05E-26,2.65E-12,3.11E-24,1.48E-14,1.27E-10,
20,0.6451,-59353.77698,5.94E+04,1508.762267,0.05993993,6.18E-07,2.78E+06,1.509789755,3.06E-26,2.65E-12,3.12E-24,1.48E-14,1.27E-10,
20,0.6452,-59332.78919,5.93E+04,1508.996147,0.059952912,6.19E-07,2.78E+06,1.509835193,3.08E-26,2.66E-12,3.14E-24,1.48E-14,1.27E-10,
20,0.6453,-59311.80465,5.93E+04,1509.230028,0.059965898,6.19E-07,2.78E+06,1.509880644,3.09E-26,2.66E-12,3.15E-24,1.48E-14,1.27E-10,
20,0.6454,-59290.82337,5.93E+04,1509.463908,0.059978888,6.19E-07,2.78E+06,1.509926109,3.11E-26,2.66E-12,3.17E-24,1.48E-14,1.27E-10,
20,0.6455,-59269.84533,5.93E+04,1509.697788,0.059991882,6.20E-07,2.78E+06,1.509971588,3.12E-26,2.66E-12,3.18E-24,1.48E-14,1.27E-10,
