temp,rh,miu,pv,phi,dphi,crow,lam,dw,dp,ldml,ldmg,ldtg,Å[miu
20,0.0031,-782133.9755,7.25029147,0.00036053,2.66E-09,1.04E+06,0.113113206,0,1.40E-12,0,7.50E-17,8.29E-13,7.82E+05
20,0.0032,-777835.1151,7.48417184,0.00037216,2.75E-09,1.04E+06,0.113116858,0,1.40E-12,0,7.74E-17,8.54E-13,7.78E+05
20,0.0033,-773668.5486,7.71805221,0.00038379,2.83E-09,1.04E+06,0.11312051,0,1.40E-12,0,7.98E-17,8.80E-13,7.74E+05
20,0.0034,-769626.376,7.95193258,0.00039542,2.92E-09,1.04E+06,0.113124162,0,1.40E-12,0,8.22E-17,9.05E-13,7.70E+05
20,0.0035,-765701.3844,8.18581295,0.00040705,3.01E-09,1.04E+06,0.113127814,0,1.40E-12,0,8.46E-17,9.31E-13,7.66E+05
20,0.0036,-761886.9708,8.41969332,0.00041868,3.09E-09,1.04E+06,0.113131466,0,1.40E-12,0,8.71E-17,9.56E-13,7.62E+05
20,0.0037,-758177.075,8.65357369,0.00043031,3.18E-09,1.04E+06,0.113135117,0,1.40E-12,0,8.95E-17,9.82E-13,7.58E+05
20,0.0038,-754566.1216,8.88745406,0.00044194,3.26E-09,1.04E+06,0.113138769,0,1.40E-12,0,9.19E-17,1.01E-12,7.55E+05
20,0.0039,-751048.9699,9.12133443,0.00045357,3.35E-09,1.04E+06,0.113142421,0,1.40E-12,0,9.43E-17,1.03E-12,7.51E+05
20,0.004,-747620.8696,9.3552148,0.0004652,3.44E-09,1.04E+06,0.113146073,0,1.40E-12,0,9.67E-17,1.06E-12,7.48E+05
20,0.0041,-744277.4225,9.58909517,0.00047683,3.52E-09,1.04E+06,0.113149725,0,1.40E-12,0,9.91E-17,1.08E-12,7.44E+05
20,0.0042,-741014.5483,9.82297554,0.00048846,3.61E-09,1.04E+06,0.113153376,0,1.40E-12,0,1.02E-16,1.11E-12,7.41E+05
20,0.0043,-737828.4547,10.05685591,0.00050009,3.69E-09,1.04E+06,0.113157028,0,1.40E-12,0,1.04E-16,1.13E-12,7.38E+05
20,0.0044,-734715.6113,10.29073628,0.00051172,3.78E-09,1.04E+06,0.11316068,0,1.40E-12,0,1.06E-16,1.16E-12,7.35E+05
20,0.0045,-731672.7253,10.52461665,0.00052335,3.87E-09,1.04E+06,0.113164332,0,1.40E-12,0,1.09E-16,1.18E-12,7.32E+05
20,0.0046,-728696.7214,10.75849702,0.00053498,3.95E-09,1.04E+06,0.113167984,0,1.40E-12,0,1.11E-16,1.21E-12,7.29E+05
20,0.0047,-725784.7225,10.99237739,0.00054661,4.04E-09,1.04E+06,0.113171636,0,1.40E-12,0,1.14E-16,1.23E-12,7.26E+05
20,0.0048,-722934.0335,11.22625776,0.00055824,4.12E-09,1.04E+06,0.113175287,0,1.40E-12,0,1.16E-16,1.26E-12,7.23E+05
20,0.0049,-720142.1257,11.46013813,0.00056987,4.21E-09,1.04E+06,0.113178939,0,1.40E-12,0,1.18E-16,1.28E-12,7.20E+05
20,0.005,-717406.6241,11.6940185,0.0005815,4.29E-09,1.04E+06,0.113182591,0,1.40E-12,0,1.21E-16,1.31E-12,7.17E+05
20,0.0051,-714725.2943,11.92789887,0.00059313,4.38E-09,1.04E+06,0.113186243,0,1.40E-12,0,1.23E-16,1.34E-12,7.15E+05
20,0.0052,-712096.0325,12.16177924,0.00060476,4.47E-09,1.04E+06,0.113189895,0,1.40E-12,0,1.26E-16,1.36E-12,7.12E+05
20,0.0053,-709516.855,12.39565961,0.00061639,4.55E-09,1.04E+06,0.113193546,0,1.40E-12,0,1.28E-16,1.39E-12,7.10E+05
20,0.0054,-706985.8892,12.62953998,0.00062802,4.64E-09,1.04E+06,0.113197198,0,1.40E-12,0,1.31E-16,1.41E-12,7.07E+05
20,0.0055,-704501.3657,12.86342035,0.00063965,4.72E-09,1.04E+06,0.11320085,0,1.40E-12,0,1.33E-16,1.44E-12,7.05E+05
20,0.0056,-702061.6109,13.09730072,0.00065128,4.81E-09,1.04E+06,0.113204502,0,1.40E-12,0,1.35E-16,1.46E-12,7.02E+05
20,0.0057,-699665.0399,13.33118109,0.00066291,4.90E-09,1.04E+06,0.113208154,0,1.40E-12,0,1.38E-16,1.49E-12,7.00E+05
20,0.0058,-697310.1505,13.56506146,0.00067454,4.98E-09,1.04E+06,0.113211806,0,1.40E-12,0,1.40E-16,1.51E-12,6.97E+05
20,0.0059,-694995.5176,13.79894183,0.00068617,5.07E-09,1.04E+06,0.113215457,0,1.40E-12,0,1.43E-16,1.53E-12,6.95E+05
20,0.006,-692719.7879,14.0328222,0.0006978,5.15E-09,1.04E+06,0.113219109,0,1.40E-12,0,1.45E-16,1.56E-12,6.93E+05
20,0.0061,-690481.6754,14.26670257,0.00070943,5.24E-09,1.04E+06,0.113222761,0,1.40E-12,0,1.48E-16,1.58E-12,6.90E+05
20,0.0062,-688279.9565,14.50058294,0.00072106,5.33E-09,1.04E+06,0.113226413,0,1.40E-12,0,1.50E-16,1.61E-12,6.88E+05
20,0.0063,-686113.4666,14.73446331,0.00073269,5.41E-09,1.04E+06,0.113230065,0,1.40E-12,0,1.52E-16,1.63E-12,6.86E+05
20,0.0064,-683981.0961,14.96834368,0.00074432,5.50E-09,1.04E+06,0.113233716,0,1.40E-12,0,1.55E-16,1.66E-12,6.84E+05
20,0.0065,-681881.787,15.20222405,0.00075595,5.58E-09,1.04E+06,0.113237368,0,1.40E-12,0,1.57E-16,1.68E-12,6.82E+05
20,0.0066,-679814.5296,15.43610442,0.00076758,5.67E-09,1.04E+06,0.11324102,0,1.40E-12,0,1.60E-16,1.71E-12,6.80E+05
20,0.0067,-677778.36,15.66998479,0.00077921,5.75E-09,1.04E+06,0.113244672,0,1.40E-12,0,1.62E-16,1.73E-12,6.78E+05
20,0.0068,-675772.357,15.90386516,0.00079084,5.84E-09,1.04E+06,0.113248324,0,1.40E-12,0,1.64E-16,1.76E-12,6.76E+05
20,0.0069,-673795.6397,16.13774553,0.00080247,5.93E-09,1.04E+06,0.113251976,0,1.40E-12,0,1.67E-16,1.78E-12,6.74E+05
20,0.007,-671847.3654,16.3716259,0.0008141,6.01E-09,1.04E+06,0.113255627,0,1.40E-12,0,1.69E-16,1.81E-12,6.72E+05
20,0.0071,-669926.7271,16.60550627,0.00082573,6.10E-09,1.04E+06,0.113259279,0,1.40E-12,0,1.72E-16,1.83E-12,6.70E+05
20,0.0072,-668032.9518,16.83938664,0.00083736,6.18E-09,1.04E+06,0.113262931,0,1.40E-12,0,1.74E-16,1.86E-12,6.68E+05
20,0.0073,-666165.2984,17.07326701,0.00084899,6.27E-09,1.04E+06,0.113266583,0,1.40E-12,0,1.77E-16,1.88E-12,6.66E+05
20,0.0074,-664323.056,17.30714738,0.00086062,6.36E-09,1.04E+06,0.113270235,0,1.40E-12,0,1.79E-16,1.91E-12,6.64E+05
20,0.0075,-662505.5424,17.54102775,0.00087225,6.44E-09,1.04E+06,0.113273887,0,1.40E-12,0,1.81E-16,1.93E-12,6.63E+05
20,0.0076,-660712.1026,17.77490812,0.00088388,6.53E-09,1.04E+06,0.113277538,0,1.40E-12,0,1.84E-16,1.96E-12,6.61E+05
20,0.0077,-658942.1071,18.00878849,0.00089551,6.61E-09,1.04E+06,0.11328119,0,1.40E-12,0,1.86E-16,1.98E-12,6.59E+05
20,0.0078,-657194.9509,18.24266886,0.00090714,6.70E-09,1.04E+06,0.113284842,0,1.40E-12,0,1.89E-16,2.00E-12,6.57E+05
20,0.0079,-655470.052,18.47654923,0.00091877,6.79E-09,1.04E+06,0.113288494,0,1.40E-12,0,1.91E-16,2.03E-12,6.55E+05
20,0.008,-653766.8506,18.7104296,0.0009304,6.87E-09,1.04E+06,0.113292146,0,1.40E-12,0,1.93E-16,2.05E-12,6.54E+05
20,0.0081,-652084.8075,18.94430997,0.00094203,6.96E-09,1.04E+06,0.113295797,0,1.40E-12,0,1.96E-16,2.08E-12,6.52E+05
20,0.0082,-650423.4035,19.17819034,0.00095366,7.04E-09,1.04E+06,0.113299449,0,1.40E-12,0,1.98E-16,2.10E-12,6.50E+05
20,0.0083,-648782.1382,19.41207071,0.00096529,7.13E-09,1.04E+06,0.113303101,0,1.40E-12,0,2.01E-16,2.13E-12,6.49E+05
20,0.0084,-647160.5293,19.64595108,0.00097692,7.21E-09,1.04E+06,0.113306753,0,1.40E-12,0,2.03E-16,2.15E-12,6.47E+05
20,0.0085,-645558.1114,19.87983145,0.00098855,7.30E-09,1.04E+06,0.113310405,0,1.40E-12,0,2.06E-16,2.18E-12,6.46E+05
20,0.0086,-643974.4357,20.11371182,0.00100018,7.39E-09,1.04E+06,0.113314057,0,1.40E-12,0,2.08E-16,2.20E-12,6.44E+05
20,0.0087,-642409.0689,20.34759219,0.00101181,7.47E-09,1.04E+06,0.113317708,0,1.40E-12,0,2.10E-16,2.23E-12,6.42E+05
20,0.0088,-640861.5923,20.58147256,0.00102344,7.56E-09,1.04E+06,0.11332136,0,1.40E-12,0,2.13E-16,2.25E-12,6.41E+05
20,0.0089,-639331.6017,20.81535293,0.00103507,7.64E-09,1.04E+06,0.113325012,0,1.40E-12,0,2.15E-16,2.27E-12,6.39E+05
20,0.009,-637818.7063,21.0492333,0.0010467,7.73E-09,1.04E+06,0.113328664,0,1.40E-12,0,2.18E-16,2.30E-12,6.38E+05
20,0.0091,-636322.5283,21.28311367,0.00105833,7.82E-09,1.04E+06,0.113332316,0,1.40E-12,0,2.20E-16,2.32E-12,6.36E+05
20,0.0092,-634842.7024,21.51699404,0.00106996,7.90E-09,1.04E+06,0.113335967,0,1.40E-12,0,2.22E-16,2.35E-12,6.35E+05
20,0.0093,-633378.8748,21.75087441,0.00108159,7.99E-09,1.04E+06,0.113339619,0,1.40E-12,0,2.25E-16,2.37E-12,6.33E+05
20,0.0094,-631930.7035,21.98475478,0.00109322,8.07E-09,1.04E+06,0.113343271,0,1.40E-12,0,2.27E-16,2.40E-12,6.32E+05
20,0.0095,-630497.857,22.21863515,0.00110485,8.16E-09,1.04E+06,0.113346923,0,1.40E-12,0,2.30E-16,2.42E-12,6.30E+05
20,0.0096,-629080.0145,22.45251552,0.00111648,8.25E-09,1.04E+06,0.113350575,0,1.40E-12,0,2.32E-16,2.45E-12,6.29E+05
20,0.0097,-627676.8648,22.68639589,0.00112811,8.33E-09,1.04E+06,0.113354227,0,1.40E-12,0,2.35E-16,2.47E-12,6.28E+05
20,0.0098,-626288.1067,22.92027626,0.00113974,8.42E-09,1.04E+06,0.113357878,0,1.40E-12,0,2.37E-16,2.49E-12,6.26E+05
20,0.0099,-624913.448,23.15415663,0.00115137,8.50E-09,1.04E+06,0.11336153,0,1.40E-12,0,2.39E-16,2.52E-12,6.25E+05
20,0.01,-623552.6051,23.388037,0.001163,8.59E-09,1.04E+06,0.113365182,0,1.40E-12,0,2.42E-16,2.54E-12,6.24E+05
20,0.0101,-622205.3031,23.62191737,0.00117463,8.68E-09,1.04E+06,0.113368834,0,1.40E-12,0,2.44E-16,2.57E-12,6.22E+05
20,0.0102,-620871.2753,23.85579774,0.00118626,8.76E-09,1.04E+06,0.113372486,0,1.40E-12,0,2.47E-16,2.59E-12,6.21E+05
20,0.0103,-619550.2626,24.08967811,0.00119789,8.85E-09,1.04E+06,0.113376137,0,1.40E-12,0,2.49E-16,2.62E-12,6.20E+05
20,0.0104,-618242.0135,24.32355848,0.00120952,8.93E-09,1.04E+06,0.113379789,0,1.40E-12,0,2.51E-16,2.64E-12,6.18E+05
20,0.0105,-616946.2837,24.55743885,0.00122115,9.02E-09,1.04E+06,0.113383441,0,1.40E-12,0,2.54E-16,2.66E-12,6.17E+05
20,0.0106,-615662.836,24.79131922,0.00123278,9.10E-09,1.04E+06,0.113387093,0,1.40E-12,0,2.56E-16,2.69E-12,6.16E+05
20,0.0107,-614391.4395,25.02519959,0.00124441,9.19E-09,1.04E+06,0.113390745,0,1.40E-12,0,2.59E-16,2.71E-12,6.14E+05
20,0.0108,-613131.8702,25.25907996,0.00125604,9.28E-09,1.04E+06,0.113394397,0,1.40E-12,0,2.61E-16,2.74E-12,6.13E+05
20,0.0109,-611883.9099,25.49296033,0.00126767,9.36E-09,1.04E+06,0.113398048,0,1.40E-12,0,2.64E-16,2.76E-12,6.12E+05
20,0.011,-610647.3467,25.7268407,0.0012793,9.45E-09,1.04E+06,0.1134017,0,1.40E-12,0,2.66E-16,2.79E-12,6.11E+05
20,0.0111,-609421.9743,25.96072107,0.00129093,9.53E-09,1.04E+06,0.113405352,0,1.40E-12,0,2.68E-16,2.81E-12,6.09E+05
20,0.0112,-608207.5919,26.19460144,0.00130256,9.62E-09,1.04E+06,0.113409004,0,1.40E-12,0,2.71E-16,2.83E-12,6.08E+05
20,0.0113,-607004.0042,26.42848181,0.00131419,9.71E-09,1.04E+06,0.113412656,0,1.40E-12,0,2.73E-16,2.86E-12,6.07E+05
20,0.0114,-605811.0209,26.66236218,0.00132582,9.79E-09,1.04E+06,0.113416307,0,1.40E-12,0,2.76E-16,2.88E-12,6.06E+05
20,0.0115,-604628.4568,26.89624255,0.00133745,9.88E-09,1.04E+06,0.113419959,0,1.40E-12,0,2.78E-16,2.91E-12,6.05E+05
20,0.0116,-603456.1315,27.13012292,0.00134908,9.96E-09,1.04E+06,0.113423611,0,1.40E-12,0,2.81E-16,2.93E-12,6.03E+05
20,0.0117,-602293.8692,27.36400329,0.00136071,1.00E-08,1.04E+06,0.113427263,0,1.40E-12,0,2.83E-16,2.95E-12,6.02E+05
20,0.0118,-601141.4986,27.59788366,0.00137234,1.01E-08,1.04E+06,0.113430915,0,1.40E-12,0,2.85E-16,2.98E-12,6.01E+05
20,0.0119,-599998.8528,27.83176403,0.00138397,1.02E-08,1.04E+06,0.113434567,0,1.40E-12,0,2.88E-16,3.00E-12,6.00E+05
20,0.012,-598865.7689,28.0656444,0.0013956,1.03E-08,1.04E+06,0.113438218,0,1.40E-12,0,2.90E-16,3.03E-12,5.99E+05
20,0.0121,-597742.0884,28.29952477,0.00140723,1.04E-08,1.04E+06,0.11344187,0,1.40E-12,0,2.93E-16,3.05E-12,5.98E+05
20,0.0122,-596627.6564,28.53340514,0.00141886,1.05E-08,1.04E+06,0.113445522,0,1.40E-12,0,2.95E-16,3.07E-12,5.97E+05
20,0.0123,-595522.3218,28.76728551,0.00143049,1.06E-08,1.04E+06,0.113449174,0,1.40E-12,0,2.97E-16,3.10E-12,5.96E+05
20,0.0124,-594425.9375,29.00116588,0.00144212,1.07E-08,1.04E+06,0.113452826,0,1.40E-12,0,3.00E-16,3.12E-12,5.94E+05
20,0.0125,-593338.3595,29.23504625,0.00145375,1.07E-08,1.04E+06,0.113456478,0,1.40E-12,0,3.02E-16,3.15E-12,5.93E+05
20,0.0126,-592259.4476,29.46892662,0.00146538,1.08E-08,1.04E+06,0.113460129,0,1.40E-12,0,3.05E-16,3.17E-12,5.92E+05
20,0.0127,-591189.0648,29.70280699,0.00147701,1.09E-08,1.04E+06,0.113463781,0,1.40E-12,0,3.07E-16,3.20E-12,5.91E+05
20,0.0128,-590127.0771,29.93668736,0.00148864,1.10E-08,1.04E+06,0.113467433,0,1.40E-12,0,3.10E-16,3.22E-12,5.90E+05
20,0.0129,-589073.3541,30.17056773,0.00150027,1.11E-08,1.04E+06,0.113471085,0,1.40E-12,0,3.12E-16,3.24E-12,5.89E+05
20,0.013,-588027.768,30.4044481,0.0015119,1.12E-08,1.04E+06,0.113474737,0,1.40E-12,0,3.14E-16,3.27E-12,5.88E+05
20,0.0131,-586990.1941,30.63832847,0.00152353,1.13E-08,1.04E+06,0.113478388,0,1.40E-12,0,3.17E-16,3.29E-12,5.87E+05
20,0.0132,-585960.5106,30.87220884,0.00153516,1.13E-08,1.04E+06,0.11348204,0,1.40E-12,0,3.19E-16,3.32E-12,5.86E+05
20,0.0133,-584938.5984,31.10608921,0.00154679,1.14E-08,1.04E+06,0.113485692,0,1.40E-12,0,3.22E-16,3.34E-12,5.85E+05
20,0.0134,-583924.341,31.33996958,0.00155842,1.15E-08,1.04E+06,0.113489344,0,1.40E-12,0,3.24E-16,3.36E-12,5.84E+05
20,0.0135,-582917.6246,31.57384995,0.00157005,1.16E-08,1.04E+06,0.113492996,0,1.40E-12,0,3.26E-16,3.39E-12,5.83E+05
20,0.0136,-581918.338,31.80773032,0.00158168,1.17E-08,1.04E+06,0.113496648,0,1.40E-12,0,3.29E-16,3.41E-12,5.82E+05
20,0.0137,-580926.3722,32.04161069,0.00159331,1.18E-08,1.04E+06,0.113500299,0,1.40E-12,0,3.31E-16,3.44E-12,5.81E+05
20,0.0138,-579941.6207,32.27549106,0.00160494,1.19E-08,1.04E+06,0.113503951,0,1.40E-12,0,3.34E-16,3.46E-12,5.80E+05
20,0.0139,-578963.9794,32.50937143,0.00161657,1.19E-08,1.04E+06,0.113507603,0,1.40E-12,0,3.36E-16,3.48E-12,5.79E+05
20,0.014,-577993.3464,32.7432518,0.0016282,1.20E-08,1.04E+06,0.113511255,0,1.40E-12,0,3.39E-16,3.51E-12,5.78E+05
20,0.0141,-577029.6219,32.97713217,0.00163983,1.21E-08,1.04E+06,0.113514907,0,1.40E-12,0,3.41E-16,3.53E-12,5.77E+05
20,0.0142,-576072.7081,33.21101254,0.00165146,1.22E-08,1.04E+06,0.113518558,0,1.40E-12,0,3.43E-16,3.55E-12,5.76E+05
20,0.0143,-575122.5097,33.44489291,0.00166309,1.23E-08,1.04E+06,0.11352221,0,1.40E-12,0,3.46E-16,3.58E-12,5.75E+05
20,0.0144,-574178.9328,33.67877328,0.00167472,1.24E-08,1.04E+06,0.113525862,0,1.40E-12,0,3.48E-16,3.60E-12,5.74E+05
20,0.0145,-573241.886,33.91265365,0.00168635,1.25E-08,1.04E+06,0.113529514,0,1.40E-12,0,3.51E-16,3.63E-12,5.73E+05
20,0.0146,-572311.2794,34.14653402,0.00169798,1.25E-08,1.04E+06,0.113533166,0,1.40E-12,0,3.53E-16,3.65E-12,5.72E+05
20,0.0147,-571387.0251,34.38041439,0.00170961,1.26E-08,1.04E+06,0.113536818,0,1.40E-12,0,3.55E-16,3.67E-12,5.71E+05
20,0.0148,-570469.037,34.61429476,0.00172124,1.27E-08,1.04E+06,0.113540469,0,1.40E-12,0,3.58E-16,3.70E-12,5.70E+05
20,0.0149,-569557.2306,34.84817513,0.00173287,1.28E-08,1.04E+06,0.113544121,0,1.40E-12,0,3.60E-16,3.72E-12,5.70E+05
20,0.015,-568651.5234,35.0820555,0.0017445,1.29E-08,1.04E+06,0.113547773,0,1.40E-12,0,3.63E-16,3.75E-12,5.69E+05
20,0.0151,-567751.8342,35.31593587,0.00175613,1.30E-08,1.04E+06,0.113551425,0,1.40E-12,0,3.65E-16,3.77E-12,5.68E+05
20,0.0152,-566858.0836,35.54981624,0.00176776,1.31E-08,1.04E+06,0.113555077,0,1.40E-12,0,3.68E-16,3.79E-12,5.67E+05
20,0.0153,-565970.1937,35.78369661,0.00177939,1.31E-08,1.04E+06,0.113558728,0,1.40E-12,0,3.70E-16,3.82E-12,5.66E+05
20,0.0154,-565088.0881,36.01757698,0.00179102,1.32E-08,1.04E+06,0.11356238,0,1.40E-12,0,3.72E-16,3.84E-12,5.65E+05
20,0.0155,-564211.692,36.25145735,0.00180265,1.33E-08,1.04E+06,0.113566032,0,1.40E-12,0,3.75E-16,3.87E-12,5.64E+05
20,0.0156,-563340.9319,36.48533772,0.00181428,1.34E-08,1.04E+06,0.113569684,0,1.40E-12,0,3.77E-16,3.89E-12,5.63E+05
20,0.0157,-562475.7358,36.71921809,0.00182591,1.35E-08,1.04E+06,0.113573336,0,1.40E-12,0,3.80E-16,3.91E-12,5.62E+05
20,0.0158,-561616.033,36.95309846,0.00183754,1.36E-08,1.04E+06,0.113576988,0,1.40E-12,0,3.82E-16,3.94E-12,5.62E+05
20,0.0159,-560761.7543,37.18697883,0.00184917,1.37E-08,1.04E+06,0.113580639,0,1.40E-12,0,3.84E-16,3.96E-12,5.61E+05
20,0.016,-559912.8316,37.4208592,0.0018608,1.37E-08,1.04E+06,0.113584291,0,1.40E-12,0,3.87E-16,3.98E-12,5.60E+05
20,0.0161,-559069.1982,37.65473957,0.00187243,1.38E-08,1.04E+06,0.113587943,0,1.40E-12,0,3.89E-16,4.01E-12,5.59E+05
20,0.0162,-558230.7885,37.88861994,0.00188406,1.39E-08,1.04E+06,0.113591595,0,1.40E-12,0,3.92E-16,4.03E-12,5.58E+05
20,0.0163,-557397.5383,38.12250031,0.00189569,1.40E-08,1.04E+06,0.113595247,0,1.40E-12,0,3.94E-16,4.06E-12,5.57E+05
20,0.0164,-556569.3845,38.35638068,0.00190732,1.41E-08,1.04E+06,0.113598898,0,1.40E-12,0,3.97E-16,4.08E-12,5.57E+05
20,0.0165,-555746.2651,38.59026105,0.00191895,1.42E-08,1.04E+06,0.11360255,0,1.40E-12,0,3.99E-16,4.10E-12,5.56E+05
20,0.0166,-554928.1192,38.82414142,0.00193058,1.43E-08,1.04E+06,0.113606202,0,1.40E-12,0,4.01E-16,4.13E-12,5.55E+05
20,0.0167,-554114.8872,39.05802179,0.00194221,1.43E-08,1.04E+06,0.113609854,0,1.40E-12,0,4.04E-16,4.15E-12,5.54E+05
20,0.0168,-553306.5103,39.29190216,0.00195384,1.44E-08,1.04E+06,0.113613506,0,1.40E-12,0,4.06E-16,4.17E-12,5.53E+05
20,0.0169,-552502.9309,39.52578253,0.00196547,1.45E-08,1.04E+06,0.113617158,0,1.40E-12,0,4.09E-16,4.20E-12,5.53E+05
20,0.017,-551704.0924,39.7596629,0.0019771,1.46E-08,1.04E+06,0.113620809,0,1.40E-12,0,4.11E-16,4.22E-12,5.52E+05
20,0.0171,-550909.9393,39.99354327,0.00198873,1.47E-08,1.04E+06,0.113624461,0,1.40E-12,0,4.14E-16,4.25E-12,5.51E+05
20,0.0172,-550120.4167,40.22742364,0.00200036,1.48E-08,1.04E+06,0.113628113,0,1.40E-12,0,4.16E-16,4.27E-12,5.50E+05
20,0.0173,-549335.4712,40.46130401,0.00201199,1.49E-08,1.04E+06,0.113631765,0,1.40E-12,0,4.18E-16,4.29E-12,5.49E+05
20,0.0174,-548555.0499,40.69518438,0.00202362,1.49E-08,1.04E+06,0.113635417,0,1.40E-12,0,4.21E-16,4.32E-12,5.49E+05
20,0.0175,-547779.1009,40.92906475,0.00203525,1.50E-08,1.04E+06,0.113639069,0,1.40E-12,0,4.23E-16,4.34E-12,5.48E+05
20,0.0176,-547007.5733,41.16294512,0.00204688,1.51E-08,1.04E+06,0.11364272,0,1.40E-12,0,4.26E-16,4.36E-12,5.47E+05
20,0.0177,-546240.417,41.39682549,0.00205851,1.52E-08,1.04E+06,0.113646372,0,1.40E-12,0,4.28E-16,4.39E-12,5.46E+05
20,0.0178,-545477.5827,41.63070586,0.00207014,1.53E-08,1.04E+06,0.113650024,0,1.40E-12,0,4.30E-16,4.41E-12,5.45E+05
