temp,rh,miu,,pv,phi,dphi,crow,lam,dw,dp,ldml,ldmg,ldtg
20,0.0049,-720142.1257,7.20E+05,11.46013813,0.000193012,1.39E-09,685497.9594,0.22,0,2.34E-11,0,1.98E-15,2.15E-11
20,0.005,-717406.6241,7.17E+05,11.6940185,0.00019686,1.42E-09,685514.0665,0.22,0,2.34E-11,0,2.02E-15,2.19E-11
20,0.0051,-714725.2943,7.15E+05,11.92789887,0.000200704,1.45E-09,685530.1586,0.22,0,2.34E-11,0,2.06E-15,2.23E-11
20,0.0052,-712096.0325,7.12E+05,12.16177924,0.000204545,1.47E-09,685546.2358,0.22,0,2.34E-11,0,2.10E-15,2.28E-11
20,0.0053,-709516.855,7.10E+05,12.39565961,0.000208382,1.50E-09,685562.2981,0.22,0,2.34E-11,0,2.15E-15,2.32E-11
20,0.0054,-706985.8892,7.07E+05,12.62953998,0.000212216,1.53E-09,685578.3454,0.22,0,2.34E-11,0,2.19E-15,2.36E-11
20,0.0055,-704501.3657,7.05E+05,12.86342035,0.000216046,1.56E-09,685594.378,0.22,0,2.34E-11,0,2.23E-15,2.40E-11
20,0.0056,-702061.6109,7.02E+05,13.09730072,0.000219872,1.58E-09,685610.3956,0.22,0,2.34E-11,0,2.27E-15,2.44E-11
20,0.0057,-699665.0399,7.00E+05,13.33118109,0.000223695,1.61E-09,685626.3984,0.22,0,2.34E-11,0,2.31E-15,2.49E-11
20,0.0058,-697310.1505,6.97E+05,13.56506146,0.000227514,1.64E-09,685642.3864,0.22,0,2.34E-11,0,2.35E-15,2.53E-11
20,0.0059,-694995.5176,6.95E+05,13.79894183,0.00023133,1.66E-09,685658.3597,0.22,0,2.34E-11,0,2.39E-15,2.57E-11
20,0.006,-692719.7879,6.93E+05,14.0328222,0.000235142,1.69E-09,685674.3181,0.22,0,2.34E-11,0,2.43E-15,2.61E-11
20,0.0061,-690481.6754,6.90E+05,14.26670257,0.000238951,1.72E-09,685690.2618,0.22,0,2.34E-11,0,2.47E-15,2.65E-11
20,0.0062,-688279.9565,6.88E+05,14.50058294,0.000242756,1.74E-09,685706.1908,0.22,0,2.34E-11,0,2.51E-15,2.69E-11
20,0.0063,-686113.4666,6.86E+05,14.73446331,0.000246558,1.77E-09,685722.105,0.22,0,2.34E-11,0,2.55E-15,2.74E-11
20,0.0064,-683981.0961,6.84E+05,14.96834368,0.000250356,1.79E-09,685738.0046,0.22,0,2.34E-11,0,2.59E-15,2.78E-11
20,0.0065,-681881.787,6.82E+05,15.20222405,0.000254151,1.82E-09,685753.8895,0.22,0,2.34E-11,0,2.63E-15,2.82E-11
20,0.0066,-679814.5296,6.80E+05,15.43610442,0.000257942,1.85E-09,685769.7597,0.22,0,2.34E-11,0,2.67E-15,2.86E-11
20,0.0067,-677778.36,6.78E+05,15.66998479,0.00026173,1.87E-09,685785.6154,0.22,0,2.34E-11,0,2.71E-15,2.90E-11
20,0.0068,-675772.357,6.76E+05,15.90386516,0.000265514,1.90E-09,685801.4564,0.22,0,2.34E-11,0,2.75E-15,2.94E-11
20,0.0069,-673795.6397,6.74E+05,16.13774553,0.000269295,1.93E-09,685817.2828,0.22,0,2.34E-11,0,2.79E-15,2.98E-11
20,0.007,-671847.3654,6.72E+05,16.3716259,0.000273072,1.95E-09,685833.0947,0.22,0,2.34E-11,0,2.83E-15,3.03E-11
20,0.0071,-669926.7271,6.70E+05,16.60550627,0.000276846,1.98E-09,685848.892,0.22,0,2.34E-11,0,2.87E-15,3.07E-11
20,0.0072,-668032.9518,6.68E+05,16.83938664,0.000280617,2.00E-09,685864.6747,0.22,0,2.34E-11,0,2.91E-15,3.11E-11
20,0.0073,-666165.2984,6.66E+05,17.07326701,0.000284383,2.03E-09,685880.443,0.22,0,2.34E-11,0,2.95E-15,3.15E-11
20,0.0074,-664323.056,6.64E+05,17.30714738,0.000288147,2.06E-09,685896.1968,0.22,0,2.34E-11,0,2.99E-15,3.19E-11
20,0.0075,-662505.5424,6.63E+05,17.54102775,0.000291907,2.08E-09,685911.9361,0.22,0,2.34E-11,0,3.04E-15,3.23E-11
20,0.0076,-660712.1026,6.61E+05,17.77490812,0.000295663,2.11E-09,685927.661,0.22,0,2.34E-11,0,3.08E-15,3.27E-11
20,0.0077,-658942.1071,6.59E+05,18.00878849,0.000299416,2.13E-09,685943.3714,0.22,0,2.34E-11,0,3.12E-15,3.31E-11
20,0.0078,-657194.9509,6.57E+05,18.24266886,0.000303166,2.16E-09,685959.0675,0.22,0,2.34E-11,0,3.16E-15,3.36E-11
20,0.0079,-655470.052,6.55E+05,18.47654923,0.000306912,2.18E-09,685974.7491,0.22,0,2.34E-11,0,3.20E-15,3.40E-11
20,0.008,-653766.8506,6.54E+05,18.7104296,0.000310655,2.21E-09,685990.4164,0.22,0,2.34E-11,0,3.24E-15,3.44E-11
20,0.0081,-652084.8075,6.52E+05,18.94430997,0.000314394,2.24E-09,686006.0693,0.22,0,2.34E-11,0,3.28E-15,3.48E-11
20,0.0082,-650423.4035,6.50E+05,19.17819034,0.00031813,2.26E-09,686021.7079,0.22,0,2.34E-11,0,3.32E-15,3.52E-11
20,0.0083,-648782.1382,6.49E+05,19.41207071,0.000321862,2.29E-09,686037.3322,0.22,0,2.34E-11,0,3.36E-15,3.56E-11
20,0.0084,-647160.5293,6.47E+05,19.64595108,0.000325591,2.31E-09,686052.9422,0.22,0,2.34E-11,0,3.40E-15,3.60E-11
20,0.0085,-645558.1114,6.46E+05,19.87983145,0.000329317,2.34E-09,686068.5379,0.22,0,2.34E-11,0,3.44E-15,3.64E-11
20,0.0086,-643974.4357,6.44E+05,20.11371182,0.000333039,2.36E-09,686084.1194,0.22,0,2.34E-11,0,3.48E-15,3.68E-11
20,0.0087,-642409.0689,6.42E+05,20.34759219,0.000336758,2.39E-09,686099.6867,0.22,0,2.34E-11,0,3.52E-15,3.72E-11
20,0.0088,-640861.5923,6.41E+05,20.58147256,0.000340474,2.41E-09,686115.2397,0.22,0,2.34E-11,0,3.56E-15,3.77E-11
20,0.0089,-639331.6017,6.39E+05,20.81535293,0.000344186,2.44E-09,686130.7786,0.22,0,2.34E-11,0,3.60E-15,3.81E-11
20,0.009,-637818.7063,6.38E+05,21.0492333,0.000347894,2.46E-09,686146.3032,0.22,0,2.34E-11,0,3.64E-15,3.85E-11
20,0.0091,-636322.5283,6.36E+05,21.28311367,0.0003516,2.49E-09,686161.8137,0.22,0,2.34E-11,0,3.68E-15,3.89E-11
20,0.0092,-634842.7024,6.35E+05,21.51699404,0.000355302,2.51E-09,686177.3101,0.22,0,2.34E-11,0,3.72E-15,3.93E-11
20,0.0093,-633378.8748,6.33E+05,21.75087441,0.000359,2.54E-09,686192.7924,0.22,0,2.34E-11,0,3.76E-15,3.97E-11
20,0.0094,-631930.7035,6.32E+05,21.98475478,0.000362695,2.56E-09,686208.2606,0.22,0,2.34E-11,0,3.80E-15,4.01E-11
20,0.0095,-630497.857,6.30E+05,22.21863515,0.000366387,2.59E-09,686223.7147,0.22,0,2.34E-11,0,3.84E-15,4.05E-11
20,0.0096,-629080.0145,6.29E+05,22.45251552,0.000370076,2.61E-09,686239.1547,0.22,0,2.34E-11,0,3.89E-15,4.09E-11
20,0.0097,-627676.8648,6.28E+05,22.68639589,0.000373761,2.64E-09,686254.5807,0.22,0,2.34E-11,0,3.93E-15,4.13E-11
20,0.0098,-626288.1067,6.26E+05,22.92027626,0.000377442,2.66E-09,686269.9927,0.22,0,2.34E-11,0,3.97E-15,4.17E-11
20,0.0099,-624913.448,6.25E+05,23.15415663,0.000381121,2.69E-09,686285.3907,0.22,0,2.34E-11,0,4.01E-15,4.21E-11
20,0.01,-623552.6051,6.24E+05,23.388037,0.000384796,2.71E-09,686300.7747,0.22,0,2.34E-11,0,4.05E-15,4.26E-11
20,0.0101,-622205.3031,6.22E+05,23.62191737,0.000388468,2.74E-09,686316.1447,0.22,0,2.34E-11,0,4.09E-15,4.30E-11
20,0.0102,-620871.2753,6.21E+05,23.85579774,0.000392136,2.76E-09,686331.5008,0.22,0,2.34E-11,0,4.13E-15,4.34E-11
20,0.0103,-619550.2626,6.20E+05,24.08967811,0.000395801,2.79E-09,686346.843,0.22,0,2.34E-11,0,4.17E-15,4.38E-11
20,0.0104,-618242.0135,6.18E+05,24.32355848,0.000399463,2.81E-09,686362.1713,0.22,0,2.34E-11,0,4.21E-15,4.42E-11
20,0.0105,-616946.2837,6.17E+05,24.55743885,0.000403121,2.84E-09,686377.4857,0.22,0,2.34E-11,0,4.25E-15,4.46E-11
20,0.0106,-615662.836,6.16E+05,24.79131922,0.000406776,2.86E-09,686392.7862,0.22,0,2.34E-11,0,4.29E-15,4.50E-11
20,0.0107,-614391.4395,6.14E+05,25.02519959,0.000410428,2.88E-09,686408.0729,0.22,0,2.34E-11,0,4.33E-15,4.54E-11
20,0.0108,-613131.8702,6.13E+05,25.25907996,0.000414077,2.91E-09,686423.3457,0.22,0,2.34E-11,0,4.37E-15,4.58E-11
20,0.0109,-611883.9099,6.12E+05,25.49296033,0.000417722,2.93E-09,686438.6047,0.22,0,2.34E-11,0,4.41E-15,4.62E-11
20,0.011,-610647.3467,6.11E+05,25.7268407,0.000421364,2.96E-09,686453.85,0.22,0,2.34E-11,0,4.45E-15,4.66E-11
20,0.0111,-609421.9743,6.09E+05,25.96072107,0.000425002,2.98E-09,686469.0815,0.22,0,2.34E-11,0,4.49E-15,4.70E-11
20,0.0112,-608207.5919,6.08E+05,26.19460144,0.000428638,3.01E-09,686484.2992,0.22,0,2.34E-11,0,4.53E-15,4.74E-11
20,0.0113,-607004.0042,6.07E+05,26.42848181,0.00043227,3.03E-09,686499.5031,0.22,0,2.34E-11,0,4.57E-15,4.78E-11
20,0.0114,-605811.0209,6.06E+05,26.66236218,0.000435899,3.05E-09,686514.6934,0.22,0,2.34E-11,0,4.61E-15,4.82E-11
20,0.0115,-604628.4568,6.05E+05,26.89624255,0.000439524,3.08E-09,686529.87,0.22,0,2.34E-11,0,4.65E-15,4.86E-11
20,0.0116,-603456.1315,6.03E+05,27.13012292,0.000443146,3.10E-09,686545.0328,0.22,0,2.34E-11,0,4.69E-15,4.90E-11
20,0.0117,-602293.8692,6.02E+05,27.36400329,0.000446765,3.13E-09,686560.1821,0.22,0,2.34E-11,0,4.74E-15,4.94E-11
20,0.0118,-601141.4986,6.01E+05,27.59788366,0.000450381,3.15E-09,686575.3176,0.22,0,2.34E-11,0,4.78E-15,4.98E-11
20,0.0119,-599998.8528,6.00E+05,27.83176403,0.000453994,3.17E-09,686590.4396,0.22,0,2.34E-11,0,4.82E-15,5.03E-11
20,0.012,-598865.7689,5.99E+05,28.0656444,0.000457603,3.20E-09,686605.5479,0.22,0,2.34E-11,0,4.86E-15,5.07E-11
20,0.0121,-597742.0884,5.98E+05,28.29952477,0.000461209,3.22E-09,686620.6427,0.22,0,2.34E-11,0,4.90E-15,5.11E-11
20,0.0122,-596627.6564,5.97E+05,28.53340514,0.000464811,3.24E-09,686635.7239,0.22,0,2.34E-11,0,4.94E-15,5.15E-11
20,0.0123,-595522.3218,5.96E+05,28.76728551,0.000468411,3.27E-09,686650.7915,0.22,0,2.34E-11,0,4.98E-15,5.19E-11
20,0.0124,-594425.9375,5.94E+05,29.00116588,0.000472007,3.29E-09,686665.8456,0.22,0,2.34E-11,0,5.02E-15,5.23E-11
20,0.0125,-593338.3595,5.93E+05,29.23504625,0.0004756,3.32E-09,686680.8862,0.22,0,2.34E-11,0,5.06E-15,5.27E-11
20,0.0126,-592259.4476,5.92E+05,29.46892662,0.00047919,3.34E-09,686695.9133,0.22,0,2.34E-11,0,5.10E-15,5.31E-11
20,0.0127,-591189.0648,5.91E+05,29.70280699,0.000482777,3.36E-09,686710.9269,0.22,0,2.34E-11,0,5.14E-15,5.35E-11
20,0.0128,-590127.0771,5.90E+05,29.93668736,0.00048636,3.39E-09,686725.9271,0.22,0,2.34E-11,0,5.18E-15,5.39E-11
20,0.0129,-589073.3541,5.89E+05,30.17056773,0.00048994,3.41E-09,686740.9138,0.22,0,2.34E-11,0,5.22E-15,5.43E-11
20,0.013,-588027.768,5.88E+05,30.4044481,0.000493517,3.43E-09,686755.8871,0.22,0,2.34E-11,0,5.26E-15,5.47E-11
20,0.0131,-586990.1941,5.87E+05,30.63832847,0.000497091,3.46E-09,686770.847,0.22,0,2.34E-11,0,5.30E-15,5.51E-11
20,0.0132,-585960.5106,5.86E+05,30.87220884,0.000500661,3.48E-09,686785.7934,0.22,0,2.34E-11,0,5.34E-15,5.55E-11
20,0.0133,-584938.5984,5.85E+05,31.10608921,0.000504229,3.50E-09,686800.7266,0.22,0,2.34E-11,0,5.38E-15,5.59E-11
20,0.0134,-583924.341,5.84E+05,31.33996958,0.000507793,3.53E-09,686815.6463,0.22,0,2.34E-11,0,5.42E-15,5.63E-11
20,0.0135,-582917.6246,5.83E+05,31.57384995,0.000511354,3.55E-09,686830.5528,0.22,0,2.34E-11,0,5.46E-15,5.67E-11
20,0.0136,-581918.338,5.82E+05,31.80773032,0.000514912,3.57E-09,686845.4459,0.22,0,2.34E-11,0,5.50E-15,5.71E-11
20,0.0137,-580926.3722,5.81E+05,32.04161069,0.000518466,3.59E-09,686860.3257,0.22,0,2.34E-11,0,5.54E-15,5.75E-11
20,0.0138,-579941.6207,5.80E+05,32.27549106,0.000522018,3.62E-09,686875.1923,0.22,0,2.34E-11,0,5.59E-15,5.79E-11
20,0.0139,-578963.9794,5.79E+05,32.50937143,0.000525566,3.64E-09,686890.0455,0.22,0,2.34E-11,0,5.63E-15,5.83E-11
20,0.014,-577993.3464,5.78E+05,32.7432518,0.000529111,3.66E-09,686904.8856,0.22,0,2.34E-11,0,5.67E-15,5.87E-11
20,0.0141,-577029.6219,5.77E+05,32.97713217,0.000532653,3.69E-09,686919.7124,0.22,0,2.34E-11,0,5.71E-15,5.91E-11
20,0.0142,-576072.7081,5.76E+05,33.21101254,0.000536192,3.71E-09,686934.526,0.22,0,2.34E-11,0,5.75E-15,5.95E-11
20,0.0143,-575122.5097,5.75E+05,33.44489291,0.000539728,3.73E-09,686949.3264,0.22,0,2.34E-11,0,5.79E-15,5.99E-11
20,0.0144,-574178.9328,5.74E+05,33.67877328,0.00054326,3.76E-09,686964.1136,0.22,0,2.34E-11,0,5.83E-15,6.03E-11
20,0.0145,-573241.886,5.73E+05,33.91265365,0.000546789,3.78E-09,686978.8877,0.22,0,2.34E-11,0,5.87E-15,6.07E-11
20,0.0146,-572311.2794,5.72E+05,34.14653402,0.000550316,3.80E-09,686993.6486,0.22,0,2.34E-11,0,5.91E-15,6.11E-11
20,0.0147,-571387.0251,5.71E+05,34.38041439,0.000553839,3.82E-09,687008.3964,0.22,0,2.34E-11,0,5.95E-15,6.15E-11
20,0.0148,-570469.037,5.70E+05,34.61429476,0.000557359,3.85E-09,687023.1311,0.22,0,2.34E-11,0,5.99E-15,6.19E-11
20,0.0149,-569557.2306,5.70E+05,34.84817513,0.000560875,3.87E-09,687037.8527,0.22,0,2.34E-11,0,6.03E-15,6.23E-11
20,0.015,-568651.5234,5.69E+05,35.0820555,0.000564389,3.89E-09,687052.5612,0.22,0,2.34E-11,0,6.07E-15,6.27E-11
20,0.0151,-567751.8342,5.68E+05,35.31593587,0.0005679,3.91E-09,687067.2567,0.22,0,2.34E-11,0,6.11E-15,6.31E-11
20,0.0152,-566858.0836,5.67E+05,35.54981624,0.000571407,3.94E-09,687081.9392,0.22,0,2.34E-11,0,6.15E-15,6.35E-11
20,0.0153,-565970.1937,5.66E+05,35.78369661,0.000574912,3.96E-09,687096.6086,0.22,0,2.34E-11,0,6.19E-15,6.39E-11
20,0.0154,-565088.0881,5.65E+05,36.01757698,0.000578413,3.98E-09,687111.2651,0.22,0,2.34E-11,0,6.23E-15,6.43E-11
20,0.0155,-564211.692,5.64E+05,36.25145735,0.000581911,4.00E-09,687125.9085,0.22,0,2.34E-11,0,6.27E-15,6.47E-11
20,0.0156,-563340.9319,5.63E+05,36.48533772,0.000585406,4.02E-09,687140.539,0.22,0,2.34E-11,0,6.31E-15,6.51E-11
20,0.0157,-562475.7358,5.62E+05,36.71921809,0.000588898,4.05E-09,687155.1566,0.22,0,2.34E-11,0,6.35E-15,6.55E-11
20,0.0158,-561616.033,5.62E+05,36.95309846,0.000592387,4.07E-09,687169.7612,0.22,0,2.34E-11,0,6.39E-15,6.59E-11
20,0.0159,-560761.7543,5.61E+05,37.18697883,0.000595873,4.09E-09,687184.3529,0.22,0,2.34E-11,0,6.44E-15,6.63E-11
20,0.016,-559912.8316,5.60E+05,37.4208592,0.000599355,4.11E-09,687198.9317,0.22,0,2.34E-11,0,6.48E-15,6.67E-11
20,0.0161,-559069.1982,5.59E+05,37.65473957,0.000602835,4.14E-09,687213.4976,0.22,0,2.34E-11,0,6.52E-15,6.71E-11
20,0.0162,-558230.7885,5.58E+05,37.88861994,0.000606312,4.16E-09,687228.0507,0.22,0,2.34E-11,0,6.56E-15,6.75E-11
20,0.0163,-557397.5383,5.57E+05,38.12250031,0.000609785,4.18E-09,687242.5909,0.22,0,2.34E-11,0,6.60E-15,6.79E-11
20,0.0164,-556569.3845,5.57E+05,38.35638068,0.000613256,4.20E-09,687257.1182,0.22,0,2.34E-11,0,6.64E-15,6.83E-11
20,0.0165,-555746.2651,5.56E+05,38.59026105,0.000616723,4.22E-09,687271.6328,0.22,0,2.34E-11,0,6.68E-15,6.87E-11
20,0.0166,-554928.1192,5.55E+05,38.82414142,0.000620187,4.25E-09,687286.1346,0.22,0,2.34E-11,0,6.72E-15,6.91E-11
20,0.0167,-554114.8872,5.54E+05,39.05802179,0.000623648,4.27E-09,687300.6236,0.22,0,2.34E-11,0,6.76E-15,6.95E-11
20,0.0168,-553306.5103,5.53E+05,39.29190216,0.000627107,4.29E-09,687315.0998,0.22,0,2.34E-11,0,6.80E-15,6.99E-11
20,0.0169,-552502.9309,5.53E+05,39.52578253,0.000630562,4.31E-09,687329.5633,0.22,0,2.34E-11,0,6.84E-15,7.03E-11
20,0.017,-551704.0924,5.52E+05,39.7596629,0.000634014,4.33E-09,687344.0141,0.22,0,2.34E-11,0,6.88E-15,7.07E-11
20,0.0171,-550909.9393,5.51E+05,39.99354327,0.000637463,4.35E-09,687358.4521,0.22,0,2.34E-11,0,6.92E-15,7.11E-11
20,0.0172,-550120.4167,5.50E+05,40.22742364,0.000640909,4.38E-09,687372.8775,0.22,0,2.34E-11,0,6.96E-15,7.14E-11
20,0.0173,-549335.4712,5.49E+05,40.46130401,0.000644352,4.40E-09,687387.2902,0.22,0,2.34E-11,0,7.00E-15,7.18E-11
20,0.0174,-548555.0499,5.49E+05,40.69518438,0.000647792,4.42E-09,687401.6902,0.22,0,2.34E-11,0,7.04E-15,7.22E-11
20,0.0175,-547779.1009,5.48E+05,40.92906475,0.000651229,4.44E-09,687416.0776,0.22,0,2.34E-11,0,7.08E-15,7.26E-11
20,0.0176,-547007.5733,5.47E+05,41.16294512,0.000654663,4.46E-09,687430.4523,0.22,0,2.34E-11,0,7.12E-15,7.30E-11
20,0.0177,-546240.417,5.46E+05,41.39682549,0.000658094,4.48E-09,687444.8145,0.22,0,2.34E-11,0,7.16E-15,7.34E-11
20,0.0178,-545477.5827,5.45E+05,41.63070586,0.000661522,4.50E-09,687459.164,0.22,0,2.34E-11,0,7.20E-15,7.38E-11
20,0.0179,-544719.022,5.45E+05,41.86458623,0.000664947,4.53E-09,687473.501,0.22,0,2.34E-11,0,7.24E-15,7.42E-11
20,0.018,-543964.6873,5.44E+05,42.0984666,0.000668369,4.55E-09,687487.8254,0.22,0,2.34E-11,0,7.29E-15,7.46E-11
20,0.0181,-543214.5317,5.43E+05,42.33234697,0.000671788,4.57E-09,687502.1372,0.22,0,2.34E-11,0,7.33E-15,7.50E-11
20,0.0182,-542468.5093,5.42E+05,42.56622734,0.000675204,4.59E-09,687516.4366,0.22,0,2.34E-11,0,7.37E-15,7.54E-11
20,0.0183,-541726.5747,5.42E+05,42.80010771,0.000678617,4.61E-09,687530.7234,0.22,0,2.34E-11,0,7.41E-15,7.58E-11
20,0.0184,-540988.6834,5.41E+05,43.03398808,0.000682027,4.63E-09,687544.9977,0.22,0,2.34E-11,0,7.45E-15,7.62E-11
20,0.0185,-540254.7914,5.40E+05,43.26786845,0.000685434,4.65E-09,687559.2596,0.22,0,2.34E-11,0,7.49E-15,7.66E-11
