temp,rh,miu,pv,phi,dphi,crow,lam,dw,dp,ldml,ldmg,ldtg,Å[miu
20,0.006,-692719.7879,14.0328222,0.012018845,4.74E-08,1.18E+06,0.677554501,4.84E-32,5.34E-09,4.93E-30,2.77E-13,2.98E-09,6.93E+05
20,0.0061,-690481.6754,14.26670257,0.012125057,4.75E-08,1.18E+06,0.678306934,5.23E-32,5.34E-09,5.33E-30,2.81E-13,3.02E-09,6.90E+05
20,0.0062,-688279.9565,14.50058294,0.012229876,4.77E-08,1.18E+06,0.679048914,5.65E-32,5.34E-09,5.76E-30,2.86E-13,3.07E-09,6.88E+05
20,0.0063,-686113.4666,14.73446331,0.012333345,4.78E-08,1.18E+06,0.679780757,6.09E-32,5.34E-09,6.21E-30,2.91E-13,3.12E-09,6.86E+05
20,0.0064,-683981.0961,14.96834368,0.012435502,4.80E-08,1.18E+06,0.680502764,6.56E-32,5.34E-09,6.69E-30,2.95E-13,3.16E-09,6.84E+05
20,0.0065,-681881.787,15.20222405,0.012536386,4.81E-08,1.18E+06,0.681215225,7.06E-32,5.34E-09,7.20E-30,3.00E-13,3.21E-09,6.82E+05
20,0.0066,-679814.5296,15.43610442,0.012636033,4.83E-08,1.18E+06,0.681918412,7.59E-32,5.34E-09,7.74E-30,3.04E-13,3.26E-09,6.80E+05
20,0.0067,-677778.36,15.66998479,0.012734476,4.84E-08,1.18E+06,0.682612591,8.14E-32,5.34E-09,8.31E-30,3.09E-13,3.30E-09,6.78E+05
20,0.0068,-675772.357,15.90386516,0.01283175,4.86E-08,1.18E+06,0.683298011,8.74E-32,5.33E-09,8.91E-30,3.13E-13,3.35E-09,6.76E+05
20,0.0069,-673795.6397,16.13774553,0.012927885,4.87E-08,1.18E+06,0.683974916,9.36E-32,5.33E-09,9.55E-30,3.18E-13,3.40E-09,6.74E+05
20,0.007,-671847.3654,16.3716259,0.013022912,4.88E-08,1.18E+06,0.684643536,1.00E-31,5.33E-09,1.02E-29,3.22E-13,3.44E-09,6.72E+05
20,0.0071,-669926.7271,16.60550627,0.01311686,4.90E-08,1.18E+06,0.685304092,1.07E-31,5.33E-09,1.09E-29,3.27E-13,3.49E-09,6.70E+05
20,0.0072,-668032.9518,16.83938664,0.013209757,4.91E-08,1.18E+06,0.685956797,1.15E-31,5.33E-09,1.17E-29,3.31E-13,3.53E-09,6.68E+05
20,0.0073,-666165.2984,17.07326701,0.013301631,4.93E-08,1.18E+06,0.686601856,1.22E-31,5.33E-09,1.25E-29,3.36E-13,3.58E-09,6.66E+05
20,0.0074,-664323.056,17.30714738,0.013392505,4.94E-08,1.18E+06,0.687239465,1.31E-31,5.33E-09,1.33E-29,3.40E-13,3.63E-09,6.64E+05
20,0.0075,-662505.5424,17.54102775,0.013482407,4.95E-08,1.18E+06,0.687869812,1.39E-31,5.33E-09,1.42E-29,3.45E-13,3.67E-09,6.63E+05
20,0.0076,-660712.1026,17.77490812,0.013571358,4.97E-08,1.18E+06,0.688493079,1.48E-31,5.32E-09,1.51E-29,3.50E-13,3.72E-09,6.61E+05
20,0.0077,-658942.1071,18.00878849,0.013659383,4.98E-08,1.18E+06,0.689109439,1.58E-31,5.32E-09,1.61E-29,3.54E-13,3.77E-09,6.59E+05
20,0.0078,-657194.9509,18.24266886,0.013746504,4.99E-08,1.18E+06,0.689719062,1.68E-31,5.32E-09,1.71E-29,3.59E-13,3.81E-09,6.57E+05
20,0.0079,-655470.052,18.47654923,0.013832741,5.01E-08,1.18E+06,0.690322108,1.78E-31,5.32E-09,1.82E-29,3.63E-13,3.86E-09,6.55E+05
20,0.008,-653766.8506,18.7104296,0.013918115,5.02E-08,1.18E+06,0.690918734,1.89E-31,5.32E-09,1.93E-29,3.68E-13,3.90E-09,6.54E+05
20,0.0081,-652084.8075,18.94430997,0.014002647,5.03E-08,1.18E+06,0.69150909,2.01E-31,5.32E-09,2.05E-29,3.72E-13,3.95E-09,6.52E+05
20,0.0082,-650423.4035,19.17819034,0.014086355,5.04E-08,1.19E+06,0.692093321,2.13E-31,5.32E-09,2.17E-29,3.77E-13,3.99E-09,6.50E+05
20,0.0083,-648782.1382,19.41207071,0.014169257,5.06E-08,1.19E+06,0.692671566,2.26E-31,5.32E-09,2.30E-29,3.81E-13,4.04E-09,6.49E+05
20,0.0084,-647160.5293,19.64595108,0.014251373,5.07E-08,1.19E+06,0.693243961,2.39E-31,5.32E-09,2.44E-29,3.86E-13,4.09E-09,6.47E+05
20,0.0085,-645558.1114,19.87983145,0.014332717,5.08E-08,1.19E+06,0.693810637,2.53E-31,5.32E-09,2.58E-29,3.90E-13,4.13E-09,6.46E+05
20,0.0086,-643974.4357,20.11371182,0.014413309,5.10E-08,1.19E+06,0.694371718,2.68E-31,5.31E-09,2.73E-29,3.95E-13,4.18E-09,6.44E+05
20,0.0087,-642409.0689,20.34759219,0.014493163,5.11E-08,1.19E+06,0.694927327,2.83E-31,5.31E-09,2.89E-29,3.99E-13,4.22E-09,6.42E+05
20,0.0088,-640861.5923,20.58147256,0.014572294,5.12E-08,1.19E+06,0.695477582,2.99E-31,5.31E-09,3.05E-29,4.04E-13,4.27E-09,6.41E+05
20,0.0089,-639331.6017,20.81535293,0.01465072,5.13E-08,1.19E+06,0.696022596,3.16E-31,5.31E-09,3.22E-29,4.08E-13,4.31E-09,6.39E+05
20,0.009,-637818.7063,21.0492333,0.014728452,5.14E-08,1.19E+06,0.696562481,3.33E-31,5.31E-09,3.40E-29,4.13E-13,4.36E-09,6.38E+05
20,0.0091,-636322.5283,21.28311367,0.014805507,5.16E-08,1.19E+06,0.697097341,3.51E-31,5.31E-09,3.58E-29,4.17E-13,4.41E-09,6.36E+05
20,0.0092,-634842.7024,21.51699404,0.014881898,5.17E-08,1.19E+06,0.697627281,3.70E-31,5.31E-09,3.78E-29,4.22E-13,4.45E-09,6.35E+05
20,0.0093,-633378.8748,21.75087441,0.014957637,5.18E-08,1.19E+06,0.698152402,3.90E-31,5.31E-09,3.98E-29,4.26E-13,4.50E-09,6.33E+05
20,0.0094,-631930.7035,21.98475478,0.015032738,5.19E-08,1.19E+06,0.698672799,4.11E-31,5.31E-09,4.19E-29,4.31E-13,4.54E-09,6.32E+05
20,0.0095,-630497.857,22.21863515,0.015107213,5.20E-08,1.19E+06,0.699188567,4.32E-31,5.31E-09,4.41E-29,4.35E-13,4.59E-09,6.30E+05
20,0.0096,-629080.0145,22.45251552,0.015181074,5.22E-08,1.19E+06,0.699699797,4.55E-31,5.30E-09,4.64E-29,4.40E-13,4.63E-09,6.29E+05
20,0.0097,-627676.8648,22.68639589,0.015254333,5.23E-08,1.19E+06,0.700206577,4.78E-31,5.30E-09,4.88E-29,4.44E-13,4.68E-09,6.28E+05
20,0.0098,-626288.1067,22.92027626,0.015327002,5.24E-08,1.19E+06,0.700708994,5.03E-31,5.30E-09,5.13E-29,4.49E-13,4.72E-09,6.26E+05
20,0.0099,-624913.448,23.15415663,0.015399091,5.25E-08,1.19E+06,0.701207131,5.28E-31,5.30E-09,5.38E-29,4.53E-13,4.77E-09,6.25E+05
20,0.01,-623552.6051,23.388037,0.015470612,5.26E-08,1.19E+06,0.701701068,5.54E-31,5.30E-09,5.65E-29,4.58E-13,4.81E-09,6.24E+05
20,0.0101,-622205.3031,23.62191737,0.015541574,5.27E-08,1.19E+06,0.702190885,5.82E-31,5.30E-09,5.93E-29,4.62E-13,4.86E-09,6.22E+05
20,0.0102,-620871.2753,23.85579774,0.015611988,5.28E-08,1.19E+06,0.702676657,6.10E-31,5.30E-09,6.22E-29,4.67E-13,4.90E-09,6.21E+05
20,0.0103,-619550.2626,24.08967811,0.015681863,5.30E-08,1.19E+06,0.703158459,6.40E-31,5.30E-09,6.52E-29,4.71E-13,4.95E-09,6.20E+05
20,0.0104,-618242.0135,24.32355848,0.01575121,5.31E-08,1.19E+06,0.703636363,6.71E-31,5.30E-09,6.84E-29,4.76E-13,4.99E-09,6.18E+05
20,0.0105,-616946.2837,24.55743885,0.015820037,5.32E-08,1.19E+06,0.704110439,7.02E-31,5.30E-09,7.16E-29,4.80E-13,5.04E-09,6.17E+05
20,0.0106,-615662.836,24.79131922,0.015888355,5.33E-08,1.19E+06,0.704580755,7.36E-31,5.30E-09,7.50E-29,4.85E-13,5.08E-09,6.16E+05
20,0.0107,-614391.4395,25.02519959,0.01595617,5.34E-08,1.19E+06,0.705047377,7.70E-31,5.30E-09,7.85E-29,4.89E-13,5.13E-09,6.14E+05
20,0.0108,-613131.8702,25.25907996,0.016023493,5.35E-08,1.19E+06,0.705510371,8.06E-31,5.29E-09,8.22E-29,4.94E-13,5.17E-09,6.13E+05
20,0.0109,-611883.9099,25.49296033,0.016090331,5.36E-08,1.19E+06,0.705969798,8.43E-31,5.29E-09,8.59E-29,4.98E-13,5.22E-09,6.12E+05
20,0.011,-610647.3467,25.7268407,0.016156693,5.37E-08,1.19E+06,0.706425721,8.81E-31,5.29E-09,8.98E-29,5.03E-13,5.26E-09,6.11E+05
20,0.0111,-609421.9743,25.96072107,0.016222587,5.38E-08,1.19E+06,0.706878199,9.21E-31,5.29E-09,9.39E-29,5.07E-13,5.31E-09,6.09E+05
20,0.0112,-608207.5919,26.19460144,0.01628802,5.39E-08,1.19E+06,0.707327289,9.62E-31,5.29E-09,9.81E-29,5.12E-13,5.35E-09,6.08E+05
20,0.0113,-607004.0042,26.42848181,0.016353,5.40E-08,1.19E+06,0.707773049,1.00E-30,5.29E-09,1.02E-28,5.16E-13,5.40E-09,6.07E+05
20,0.0114,-605811.0209,26.66236218,0.016417534,5.41E-08,1.19E+06,0.708215533,1.05E-30,5.29E-09,1.07E-28,5.21E-13,5.44E-09,6.06E+05
20,0.0115,-604628.4568,26.89624255,0.016481629,5.43E-08,1.20E+06,0.708654796,1.09E-30,5.29E-09,1.12E-28,5.25E-13,5.49E-09,6.05E+05
20,0.0116,-603456.1315,27.13012292,0.016545293,5.44E-08,1.20E+06,0.709090889,1.14E-30,5.29E-09,1.16E-28,5.30E-13,5.53E-09,6.03E+05
20,0.0117,-602293.8692,27.36400329,0.016608532,5.45E-08,1.20E+06,0.709523864,1.19E-30,5.29E-09,1.21E-28,5.34E-13,5.58E-09,6.02E+05
20,0.0118,-601141.4986,27.59788366,0.016671353,5.46E-08,1.20E+06,0.70995377,1.24E-30,5.29E-09,1.27E-28,5.39E-13,5.62E-09,6.01E+05
20,0.0119,-599998.8528,27.83176403,0.016733763,5.47E-08,1.20E+06,0.710380657,1.29E-30,5.29E-09,1.32E-28,5.43E-13,5.67E-09,6.00E+05
20,0.012,-598865.7689,28.0656444,0.016795767,5.48E-08,1.20E+06,0.710804571,1.35E-30,5.28E-09,1.38E-28,5.48E-13,5.71E-09,5.99E+05
20,0.0121,-597742.0884,28.29952477,0.016857372,5.49E-08,1.20E+06,0.711225559,1.40E-30,5.28E-09,1.43E-28,5.52E-13,5.76E-09,5.98E+05
20,0.0122,-596627.6564,28.53340514,0.016918584,5.50E-08,1.20E+06,0.711643667,1.46E-30,5.28E-09,1.49E-28,5.57E-13,5.80E-09,5.97E+05
20,0.0123,-595522.3218,28.76728551,0.016979409,5.51E-08,1.20E+06,0.712058937,1.52E-30,5.28E-09,1.55E-28,5.61E-13,5.85E-09,5.96E+05
20,0.0124,-594425.9375,29.00116588,0.017039853,5.52E-08,1.20E+06,0.712471414,1.58E-30,5.28E-09,1.62E-28,5.66E-13,5.89E-09,5.94E+05
20,0.0125,-593338.3595,29.23504625,0.017099921,5.53E-08,1.20E+06,0.71288114,1.65E-30,5.28E-09,1.68E-28,5.70E-13,5.94E-09,5.93E+05
20,0.0126,-592259.4476,29.46892662,0.017159619,5.54E-08,1.20E+06,0.713288156,1.71E-30,5.28E-09,1.75E-28,5.75E-13,5.98E-09,5.92E+05
20,0.0127,-591189.0648,29.70280699,0.017218952,5.55E-08,1.20E+06,0.713692501,1.78E-30,5.28E-09,1.82E-28,5.79E-13,6.02E-09,5.91E+05
20,0.0128,-590127.0771,29.93668736,0.017277926,5.56E-08,1.20E+06,0.714094215,1.85E-30,5.28E-09,1.89E-28,5.84E-13,6.07E-09,5.90E+05
20,0.0129,-589073.3541,30.17056773,0.017336545,5.57E-08,1.20E+06,0.714493338,1.93E-30,5.28E-09,1.96E-28,5.88E-13,6.11E-09,5.89E+05
20,0.013,-588027.768,30.4044481,0.017394815,5.58E-08,1.20E+06,0.714889905,2.00E-30,5.28E-09,2.04E-28,5.92E-13,6.16E-09,5.88E+05
20,0.0131,-586990.1941,30.63832847,0.01745274,5.59E-08,1.20E+06,0.715283954,2.08E-30,5.28E-09,2.12E-28,5.97E-13,6.20E-09,5.87E+05
20,0.0132,-585960.5106,30.87220884,0.017510326,5.60E-08,1.20E+06,0.715675521,2.16E-30,5.28E-09,2.20E-28,6.01E-13,6.25E-09,5.86E+05
20,0.0133,-584938.5984,31.10608921,0.017567577,5.61E-08,1.20E+06,0.716064642,2.24E-30,5.27E-09,2.28E-28,6.06E-13,6.29E-09,5.85E+05
20,0.0134,-583924.341,31.33996958,0.017624498,5.62E-08,1.20E+06,0.716451349,2.32E-30,5.27E-09,2.37E-28,6.10E-13,6.34E-09,5.84E+05
20,0.0135,-582917.6246,31.57384995,0.017681093,5.63E-08,1.20E+06,0.716835678,2.41E-30,5.27E-09,2.46E-28,6.15E-13,6.38E-09,5.83E+05
20,0.0136,-581918.338,31.80773032,0.017737366,5.64E-08,1.20E+06,0.71721766,2.50E-30,5.27E-09,2.55E-28,6.19E-13,6.42E-09,5.82E+05
20,0.0137,-580926.3722,32.04161069,0.017793323,5.65E-08,1.20E+06,0.717597329,2.59E-30,5.27E-09,2.64E-28,6.24E-13,6.47E-09,5.81E+05
20,0.0138,-579941.6207,32.27549106,0.017848967,5.66E-08,1.20E+06,0.717974715,2.69E-30,5.27E-09,2.74E-28,6.28E-13,6.51E-09,5.80E+05
20,0.0139,-578963.9794,32.50937143,0.017904302,5.66E-08,1.20E+06,0.71834985,2.79E-30,5.27E-09,2.84E-28,6.33E-13,6.56E-09,5.79E+05
20,0.014,-577993.3464,32.7432518,0.017959333,5.67E-08,1.20E+06,0.718722764,2.89E-30,5.27E-09,2.94E-28,6.37E-13,6.60E-09,5.78E+05
20,0.0141,-577029.6219,32.97713217,0.018014063,5.68E-08,1.20E+06,0.719093487,2.99E-30,5.27E-09,3.05E-28,6.42E-13,6.64E-09,5.77E+05
20,0.0142,-576072.7081,33.21101254,0.018068497,5.69E-08,1.20E+06,0.719462047,3.10E-30,5.27E-09,3.16E-28,6.46E-13,6.69E-09,5.76E+05
20,0.0143,-575122.5097,33.44489291,0.018122638,5.70E-08,1.20E+06,0.719828473,3.21E-30,5.27E-09,3.27E-28,6.51E-13,6.73E-09,5.75E+05
20,0.0144,-574178.9328,33.67877328,0.01817649,5.71E-08,1.20E+06,0.720192794,3.32E-30,5.27E-09,3.39E-28,6.55E-13,6.78E-09,5.74E+05
20,0.0145,-573241.886,33.91265365,0.018230056,5.72E-08,1.20E+06,0.720555035,3.44E-30,5.27E-09,3.50E-28,6.60E-13,6.82E-09,5.73E+05
20,0.0146,-572311.2794,34.14653402,0.018283341,5.73E-08,1.20E+06,0.720915225,3.56E-30,5.27E-09,3.63E-28,6.64E-13,6.87E-09,5.72E+05
20,0.0147,-571387.0251,34.38041439,0.018336347,5.74E-08,1.20E+06,0.721273388,3.68E-30,5.27E-09,3.75E-28,6.68E-13,6.91E-09,5.71E+05
20,0.0148,-570469.037,34.61429476,0.018389079,5.75E-08,1.20E+06,0.721629552,3.80E-30,5.26E-09,3.88E-28,6.73E-13,6.95E-09,5.70E+05
20,0.0149,-569557.2306,34.84817513,0.018441539,5.76E-08,1.20E+06,0.721983741,3.93E-30,5.26E-09,4.01E-28,6.77E-13,7.00E-09,5.70E+05
20,0.015,-568651.5234,35.0820555,0.018493731,5.77E-08,1.20E+06,0.72233598,4.07E-30,5.26E-09,4.15E-28,6.82E-13,7.04E-09,5.69E+05
20,0.0151,-567751.8342,35.31593587,0.018545659,5.78E-08,1.20E+06,0.722686293,4.21E-30,5.26E-09,4.29E-28,6.86E-13,7.09E-09,5.68E+05
20,0.0152,-566858.0836,35.54981624,0.018597325,5.79E-08,1.20E+06,0.723034705,4.35E-30,5.26E-09,4.43E-28,6.91E-13,7.13E-09,5.67E+05
20,0.0153,-565970.1937,35.78369661,0.018648733,5.79E-08,1.20E+06,0.723381238,4.49E-30,5.26E-09,4.58E-28,6.95E-13,7.17E-09,5.66E+05
20,0.0154,-565088.0881,36.01757698,0.018699885,5.80E-08,1.20E+06,0.723725915,4.64E-30,5.26E-09,4.73E-28,7.00E-13,7.22E-09,5.65E+05
20,0.0155,-564211.692,36.25145735,0.018750785,5.81E-08,1.20E+06,0.72406876,4.79E-30,5.26E-09,4.89E-28,7.04E-13,7.26E-09,5.64E+05
20,0.0156,-563340.9319,36.48533772,0.018801436,5.82E-08,1.20E+06,0.724409793,4.95E-30,5.26E-09,5.05E-28,7.09E-13,7.31E-09,5.63E+05
20,0.0157,-562475.7358,36.71921809,0.01885184,5.83E-08,1.20E+06,0.724749037,5.11E-30,5.26E-09,5.21E-28,7.13E-13,7.35E-09,5.62E+05
20,0.0158,-561616.033,36.95309846,0.018902001,5.84E-08,1.21E+06,0.725086513,5.27E-30,5.26E-09,5.38E-28,7.18E-13,7.39E-09,5.62E+05
