,climate,climate,climate,climate,wall1,wall1,wall1,wall1,wall2,wall2,wall2,wall2,wall3,wall3,wall3,wall3,wall4,wall4,wall4,wall4,wall5,wall5,wall5,wall5,wall6,wall6,wall6,wall6,wall7,wall7,wall7,wall7,wall8,wall8,wall8,wall8,indoor,indoor,indoor,indoor,
2022/04/01 01:30,-0.087,0.92,0.00345,Error,3.928,0.669,0.00334,0.02206,7.654,0.488,0.00316,0.01827,10.86,0.486,0.0039,0.01823,13.467,0.489,0.00467,0.01819,15.432,0.492,0.00534,0.01823,16.763,0.494,0.00584,0.01826,17.496,0.493,0.00611,0.01824,17.674,0.466,0.00583,0.01792,17.483,0.467,0.00578,Error,
2022/04/01 01:40,-0.22,0.923,0.00343,Error,3.641,0.679,0.00333,0.02239,7.235,0.489,0.00307,0.01819,10.352,0.485,0.00377,0.01822,12.916,0.488,0.0045,0.01827,14.879,0.491,0.00514,0.01822,16.231,0.493,0.00563,0.01825,16.989,0.491,0.0059,0.01822,17.18,0.463,0.00562,0.01788,16.998,0.464,0.00557,Error,
2022/04/01 01:50,-0.353,0.926,0.00341,Error,3.374,0.689,0.00331,0.02271,6.849,0.49,0.003,0.0182,9.881,0.485,0.00365,0.01822,12.398,0.488,0.00434,0.01826,14.345,0.49,0.00496,0.0182,15.704,0.492,0.00544,0.01823,16.475,0.49,0.00569,0.0182,16.675,0.46,0.00541,0.01784,16.5,0.461,0.00536,Error,
2022/04/01 02:00,-0.487,0.93,0.00339,Error,3.121,0.697,0.00329,0.02302,6.489,0.491,0.00293,0.01822,9.44,0.484,0.00354,0.01821,11.906,0.487,0.00419,0.01825,13.83,0.489,0.00479,0.01819,15.184,0.491,0.00525,0.01822,15.96,0.488,0.00549,0.01827,16.166,0.458,0.00521,0.0178,15.997,0.459,0.00517,Error,
2022/04/01 02:10,-0.605,0.927,0.00335,Error,2.876,0.705,0.00327,0.02329,6.149,0.492,0.00287,0.01823,9.024,0.484,0.00343,0.0182,11.437,0.486,0.00406,0.01824,13.331,0.489,0.00462,0.01818,14.673,0.49,0.00506,0.0182,15.447,0.487,0.00529,0.01825,15.656,0.456,0.00502,0.01776,15.494,0.457,0.00498,Error,
2022/04/01 02:20,-0.722,0.924,0.00331,Error,2.642,0.71,0.00324,0.0235,5.825,0.493,0.00281,0.01825,8.626,0.483,0.00334,0.0182,10.986,0.486,0.00393,0.01823,12.847,0.488,0.00447,0.01826,14.172,0.489,0.00489,0.01819,14.94,0.486,0.00511,0.01823,15.15,0.454,0.00483,0.01773,14.993,0.455,0.0048,Error,
2022/04/01 02:30,-0.838,0.921,0.00327,Error,2.418,0.715,0.00321,0.02369,5.515,0.494,0.00275,0.01826,8.245,0.483,0.00325,0.01819,10.552,0.485,0.00382,0.01822,12.377,0.487,0.00433,0.01825,13.681,0.488,0.00473,0.01827,14.44,0.484,0.00493,0.01821,14.65,0.452,0.00466,0.0177,14.498,0.453,0.00463,Error,
2022/04/01 02:40,-0.955,0.917,0.00323,Error,2.202,0.719,0.00318,0.02384,5.217,0.495,0.0027,0.01828,7.879,0.483,0.00317,0.01818,10.132,0.484,0.00371,0.01821,11.92,0.486,0.00419,0.01824,13.201,0.487,0.00457,0.01825,13.949,0.483,0.00476,0.01819,14.157,0.45,0.0045,0.01768,14.01,0.452,0.00447,Error,
2022/04/01 02:50,-1.072,0.914,0.00319,Error,1.993,0.722,0.00314,0.02397,4.93,0.496,0.00266,0.01829,7.525,0.482,0.00309,0.01818,9.726,0.484,0.0036,0.0182,11.476,0.486,0.00406,0.01823,12.732,0.487,0.00443,0.01824,13.467,0.482,0.0046,0.01817,13.673,0.449,0.00434,0.01765,13.53,0.45,0.00431,Error,
2022/04/01 03:00,-1.188,0.91,0.00315,Error,1.79,0.725,0.00311,0.02408,4.652,0.497,0.00261,0.01831,7.184,0.482,0.00302,0.01817,9.332,0.483,0.0035,0.01819,11.043,0.485,0.00394,0.01822,12.273,0.486,0.00429,0.01823,12.995,0.481,0.00445,0.01815,13.198,0.447,0.0042,0.01763,13.06,0.449,0.00417,Error,
2022/04/01 03:10,-1.26,0.91,0.00313,Error,1.621,0.727,0.00308,0.02419,4.39,0.498,0.00257,0.01832,6.853,0.482,0.00295,0.01817,8.95,0.483,0.00341,0.01818,10.622,0.484,0.00383,0.01821,11.825,0.485,0.00415,0.01822,12.533,0.48,0.00431,0.01814,12.733,0.446,0.00406,0.01761,12.599,0.448,0.00404,Error,
2022/04/01 03:20,-1.327,0.91,0.00311,Error,1.469,0.731,0.00306,0.02433,4.147,0.499,0.00253,0.01834,6.538,0.481,0.00288,0.01817,8.58,0.482,0.00332,0.01818,10.212,0.484,0.00372,0.0182,11.388,0.484,0.00403,0.01821,12.081,0.478,0.00417,0.01812,12.279,0.445,0.00393,0.01759,12.15,0.447,0.00391,Error,
2022/04/01 03:30,-1.393,0.91,0.0031,Error,1.323,0.734,0.00305,0.02448,3.918,0.5,0.00249,0.01835,6.238,0.481,0.00282,0.01816,8.223,0.482,0.00324,0.01817,9.814,0.483,0.00362,0.01819,10.963,0.483,0.00391,0.01819,11.641,0.477,0.00404,0.0181,11.835,0.444,0.00381,0.01758,11.71,0.446,0.00379,Error,
2022/04/01 03:40,-1.46,0.91,0.00308,Error,1.18,0.738,0.00303,0.02464,3.698,0.501,0.00246,0.01837,5.95,0.481,0.00276,0.01816,7.879,0.481,0.00316,0.01816,9.428,0.482,0.00352,0.01818,10.549,0.483,0.0038,0.01818,11.211,0.476,0.00392,0.01809,11.402,0.443,0.00369,0.01756,11.281,0.445,0.00368,Error,
2022/04/01 03:50,-1.527,0.91,0.00307,Error,1.041,0.741,0.00301,0.0248,3.485,0.502,0.00243,0.01838,5.672,0.481,0.00271,0.01816,7.547,0.481,0.00308,0.01815,9.054,0.482,0.00343,0.01817,10.146,0.482,0.00369,0.01817,10.792,0.475,0.0038,0.01807,10.979,0.443,0.00358,0.01755,10.863,0.445,0.00357,Error,
2022/04/01 04:00,-1.593,0.91,0.00305,Error,0.904,0.745,0.003,0.02497,3.279,0.503,0.0024,0.0184,5.403,0.481,0.00266,0.01815,7.226,0.48,0.00301,0.01815,8.691,0.481,0.00334,0.01816,9.754,0.481,0.00359,0.01816,10.385,0.474,0.00369,0.01806,10.568,0.442,0.00348,0.01754,10.455,0.444,0.00347,Error,
2022/04/01 04:10,-1.675,0.912,0.00304,Error,0.766,0.748,0.00298,0.02513,3.078,0.504,0.00237,0.01841,5.142,0.48,0.00261,0.01815,6.914,0.48,0.00295,0.01814,8.339,0.481,0.00326,0.01815,9.374,0.48,0.00349,0.01815,9.988,0.473,0.00359,0.01804,10.168,0.442,0.00338,0.01753,10.058,0.444,0.00338,Error,
2022/04/01 04:20,-1.758,0.913,0.00303,Error,0.628,0.752,0.00297,0.02531,2.88,0.505,0.00234,0.01843,4.889,0.48,0.00256,0.01815,6.611,0.479,0.00288,0.01813,7.998,0.48,0.00318,0.01815,9.005,0.48,0.0034,0.01814,9.603,0.473,0.00349,0.01803,9.778,0.441,0.00329,0.01753,9.672,0.443,0.00329,Error,
2022/04/01 04:30,-1.842,0.915,0.00301,Error,0.491,0.755,0.00295,0.02549,2.685,0.506,0.00231,0.01844,4.641,0.48,0.00252,0.01814,6.317,0.479,0.00282,0.01813,7.666,0.48,0.0031,0.01814,8.645,0.479,0.00331,0.01813,9.228,0.472,0.00339,0.01802,9.399,0.441,0.00321,0.01752,9.296,0.443,0.0032,Error,
2022/04/01 04:40,-1.925,0.917,0.003,Error,0.355,0.759,0.00294,0.02568,2.494,0.507,0.00228,0.01846,4.399,0.48,0.00247,0.01814,6.03,0.479,0.00277,0.01812,7.343,0.479,0.00303,0.01813,8.296,0.479,0.00323,0.01812,8.864,0.471,0.00331,0.018,9.031,0.441,0.00313,0.01752,8.93,0.443,0.00312,Error,
2022/04/01 04:50,-2.008,0.918,0.00299,Error,0.221,0.763,0.00292,0.02587,2.307,0.508,0.00226,0.01847,4.162,0.48,0.00243,0.01814,5.751,0.478,0.00271,0.01812,7.029,0.479,0.00296,0.01812,7.957,0.478,0.00315,0.01811,8.509,0.47,0.00322,0.01799,8.672,0.441,0.00305,0.01751,8.575,0.443,0.00305,Error,
2022/04/01 05:00,-2.092,0.92,0.00297,Error,0.089,0.766,0.00291,0.02607,2.123,0.508,0.00223,0.01849,3.931,0.48,0.00239,0.01814,5.479,0.478,0.00266,0.01811,6.723,0.478,0.0029,0.01812,7.626,0.477,0.00308,0.0181,8.165,0.469,0.00314,0.01798,8.324,0.44,0.00298,0.01751,8.229,0.443,0.00298,Error,
2022/04/01 05:10,-2.13,0.92,0.00297,Error,-0.023,0.77,0.0029,0.02627,1.947,0.509,0.00221,0.0185,3.706,0.479,0.00235,0.01813,5.213,0.477,0.00261,0.0181,6.425,0.478,0.00284,0.01811,7.305,0.477,0.00301,0.01809,7.829,0.469,0.00307,0.01797,7.985,0.44,0.00291,0.01751,7.893,0.443,0.00291,Error,
2022/04/01 05:20,-2.163,0.92,0.00296,Error,-0.123,0.774,0.00289,0.02647,1.784,0.51,0.00219,0.01852,3.49,0.479,0.00232,0.01813,4.956,0.477,0.00256,0.0181,6.135,0.477,0.00278,0.0181,6.992,0.476,0.00294,0.01809,7.503,0.468,0.00299,0.01796,7.656,0.441,0.00285,0.01751,7.567,0.444,0.00285,Error,
2022/04/01 05:30,-2.197,0.92,0.00295,Error,-0.218,0.777,0.00288,0.02668,1.629,0.511,0.00217,0.01853,3.284,0.479,0.00228,0.01813,4.707,0.477,0.00251,0.01809,5.853,0.477,0.00272,0.0181,6.688,0.476,0.00288,0.01808,7.186,0.467,0.00292,0.01795,7.335,0.441,0.00279,0.01752,7.249,0.444,0.00279,Error,
2022/04/01 05:40,-2.23,0.92,0.00295,Error,-0.31,0.78,0.00288,0.02688,1.48,0.512,0.00215,0.01855,3.085,0.479,0.00225,0.01813,4.466,0.476,0.00247,0.01809,5.581,0.476,0.00267,0.01809,6.393,0.475,0.00282,0.01807,6.878,0.467,0.00286,0.01794,7.024,0.441,0.00273,0.01752,6.941,0.444,0.00273,Error,
2022/04/01 05:50,-2.263,0.92,0.00294,Error,-0.4,0.784,0.00287,0.02708,1.336,0.513,0.00213,0.01856,2.893,0.479,0.00222,0.01813,4.234,0.476,0.00243,0.01808,5.316,0.476,0.00262,0.01808,6.106,0.475,0.00276,0.01806,6.578,0.466,0.0028,0.01793,6.721,0.441,0.00267,0.01752,6.64,0.445,0.00268,Error,
2022/04/01 06:00,-2.297,0.92,0.00293,Error,-0.486,0.787,0.00286,0.02728,1.198,0.514,0.00211,0.01858,2.708,0.479,0.00219,0.01813,4.009,0.476,0.00239,0.01808,5.06,0.476,0.00257,0.01808,5.827,0.474,0.0027,0.01805,6.287,0.465,0.00274,0.01792,6.426,0.441,0.00262,0.01753,6.349,0.445,0.00263,Error,
2022/04/01 06:10,-1.97,0.918,0.003,Error,-0.399,0.791,0.0029,0.02755,1.103,0.515,0.0021,0.01859,2.536,0.479,0.00216,0.01813,3.792,0.475,0.00235,0.01807,4.812,0.475,0.00252,0.01807,5.557,0.474,0.00265,0.01805,6.005,0.465,0.00268,0.01791,6.142,0.442,0.00257,0.01754,6.071,0.446,0.00258,Error,
2022/04/01 06:20,-1.603,0.915,0.00307,Error,-0.215,0.797,0.00296,0.0279,1.095,0.516,0.0021,0.01861,2.407,0.479,0.00214,0.01813,3.595,0.475,0.00231,0.01807,4.575,0.475,0.00248,0.01806,5.297,0.473,0.0026,0.01804,5.732,0.464,0.00263,0.0179,5.868,0.442,0.00253,0.01755,5.806,0.447,0.00254,Error,
2022/04/01 06:30,-1.237,0.912,0.00314,Error,-0.009,0.802,0.00302,0.02829,1.135,0.518,0.00212,0.01863,2.32,0.479,0.00213,0.01813,3.425,0.475,0.00229,0.01807,4.355,0.474,0.00244,0.01806,5.048,0.473,0.00255,0.01803,5.47,0.464,0.00258,0.01789,5.604,0.443,0.00249,0.01756,5.55,0.448,0.0025,Error,
2022/04/01 06:40,-0.87,0.909,0.00322,Error,0.21,0.808,0.00309,0.02869,1.205,0.519,0.00213,0.01866,2.268,0.479,0.00212,0.01813,3.284,0.475,0.00226,0.01806,4.155,0.474,0.0024,0.01805,4.814,0.472,0.00251,0.01803,5.219,0.463,0.00253,0.01788,5.351,0.444,0.00245,0.01757,5.305,0.449,0.00247,Error,
2022/04/01 06:50,-0.503,0.905,0.00329,Error,0.438,0.813,0.00317,0.02909,1.295,0.52,0.00215,0.01868,2.242,0.479,0.00212,0.01813,3.168,0.475,0.00224,0.01806,3.977,0.474,0.00237,0.01805,4.597,0.472,0.00247,0.01802,4.982,0.463,0.00249,0.01788,5.111,0.445,0.00241,0.01759,5.072,0.45,0.00243,Error,
2022/04/01 07:00,-0.137,0.9,0.00336,Error,0.672,0.818,0.00324,0.0295,1.402,0.522,0.00217,0.0187,2.238,0.48,0.00212,0.01814,3.075,0.475,0.00223,0.01806,3.819,0.474,0.00234,0.01805,4.397,0.472,0.00243,0.01801,4.761,0.462,0.00245,0.01787,4.885,0.446,0.00238,0.01761,4.853,0.452,0.0024,Error,
2022/04/01 07:10,0.35,0.886,0.00343,Error,0.949,0.823,0.00333,0.02987,1.531,0.523,0.0022,0.01873,2.254,0.48,0.00212,0.01814,3.003,0.474,0.00222,0.01806,3.681,0.473,0.00232,0.01804,4.215,0.471,0.0024,0.01801,4.555,0.462,0.00241,0.01786,4.675,0.447,0.00235,0.01763,4.65,0.453,0.00238,Error,
2022/04/01 07:20,0.85,0.871,0.0035,Error,1.253,0.827,0.00341,0.03016,1.69,0.525,0.00223,0.01875,2.293,0.48,0.00213,0.01815,2.951,0.474,0.00221,0.01806,3.563,0.473,0.0023,0.01804,4.051,0.471,0.00237,0.018,4.367,0.462,0.00237,0.01786,4.481,0.449,0.00233,0.01765,4.464,0.455,0.00236,Error,
2022/04/01 07:30,1.35,0.856,0.00356,Error,1.569,0.829,0.0035,0.03038,1.87,0.526,0.00227,0.01878,2.356,0.48,0.00214,0.01815,2.921,0.474,0.0022,0.01806,3.464,0.473,0.00228,0.01804,3.906,0.471,0.00234,0.018,4.196,0.461,0.00234,0.01786,4.304,0.45,0.00231,0.01768,4.295,0.457,0.00234,Error,
2022/04/01 07:40,1.85,0.841,0.00363,Error,1.893,0.831,0.00359,0.03051,2.065,0.528,0.00231,0.01881,2.439,0.481,0.00216,0.01816,2.912,0.474,0.0022,0.01806,3.385,0.473,0.00227,0.01804,3.779,0.47,0.00232,0.018,4.043,0.461,0.00232,0.01785,4.145,0.452,0.00229,0.01771,4.143,0.459,0.00232,Error,
2022/04/01 07:50,2.35,0.826,0.00369,Error,2.225,0.831,0.00368,0.03056,2.274,0.53,0.00235,0.01884,2.539,0.481,0.00217,0.01816,2.922,0.474,0.0022,0.01806,3.325,0.473,0.00226,0.01803,3.672,0.47,0.0023,0.01799,3.908,0.461,0.0023,0.01785,4.003,0.454,0.00228,0.01774,4.008,0.461,0.00231,Error,
2022/04/01 08:00,2.85,0.811,0.00376,Error,2.563,0.831,0.00377,0.03052,2.495,0.531,0.00239,0.01887,2.655,0.482,0.00219,0.01817,2.949,0.475,0.00221,0.01806,3.284,0.473,0.00225,0.01803,3.583,0.47,0.00229,0.01799,3.792,0.461,0.00228,0.01785,3.88,0.456,0.00227,0.01777,3.892,0.463,0.0023,Error,
2022/04/01 08:10,3.26,0.792,0.00378,Error,2.849,0.829,0.00384,0.03035,2.713,0.533,0.00244,0.0189,2.783,0.482,0.00222,0.01818,2.993,0.475,0.00222,0.01806,3.261,0.473,0.00225,0.01803,3.512,0.47,0.00228,0.01799,3.694,0.461,0.00226,0.01784,3.774,0.458,0.00226,0.0178,3.791,0.465,0.0023,Error,
2022/04/01 08:20,3.66,0.773,0.00379,Error,3.113,0.825,0.00389,0.03003,2.914,0.535,0.00248,0.01892,2.911,0.483,0.00224,0.01818,3.049,0.475,0.00222,0.01806,3.254,0.473,0.00225,0.01803,3.458,0.47,0.00227,0.01799,3.613,0.461,0.00225,0.01784,3.686,0.46,0.00226,0.01783,3.707,0.467,0.00229,Error,
2022/04/01 08:30,4.06,0.755,0.00381,Error,3.38,0.819,0.00394,0.02957,3.111,0.536,0.00253,0.01895,3.041,0.483,0.00226,0.01819,3.113,0.475,0.00224,0.01807,3.26,0.473,0.00225,0.01803,3.421,0.47,0.00226,0.01798,3.549,0.461,0.00224,0.01784,3.614,0.462,0.00225,0.01787,3.64,0.469,0.00229,Error,
2022/04/01 08:40,4.46,0.736,0.00382,Error,3.653,0.812,0.00398,0.02902,3.312,0.538,0.00257,0.01898,3.174,0.484,0.00229,0.0182,3.184,0.475,0.00225,0.01807,3.278,0.473,0.00225,0.01803,3.398,0.47,0.00226,0.01798,3.502,0.461,0.00223,0.01784,3.559,0.464,0.00226,0.0179,3.589,0.471,0.0023,Error,
2022/04/01 08:50,4.86,0.719,0.00384,Error,3.935,0.803,0.00402,0.02837,3.518,0.54,0.00262,0.01901,3.313,0.484,0.00231,0.01821,3.263,0.475,0.00226,0.01807,3.307,0.473,0.00226,0.01803,3.389,0.47,0.00225,0.01798,3.47,0.461,0.00222,0.01784,3.52,0.466,0.00226,0.01793,3.553,0.474,0.0023,Error,
2022/04/01 09:00,5.26,0.702,0.00385,Error,4.225,0.793,0.00405,0.02767,3.732,0.541,0.00266,0.01904,3.46,0.485,0.00234,0.01822,3.351,0.475,0.00228,0.01807,3.347,0.473,0.00226,0.01803,3.393,0.469,0.00225,0.01798,3.452,0.461,0.00222,0.01784,3.495,0.469,0.00227,0.01797,3.532,0.476,0.00231,Error,
2022/04/01 09:10,5.585,0.687,0.00386,Error,4.496,0.781,0.00407,0.02692,3.947,0.543,0.00271,0.01906,3.613,0.485,0.00237,0.01822,3.449,0.476,0.00229,0.01808,3.397,0.473,0.00227,0.01804,3.409,0.469,0.00226,0.01798,3.447,0.461,0.00222,0.01785,3.484,0.471,0.00227,0.018,3.524,0.478,0.00232,Error,
2022/04/01 09:20,5.902,0.673,0.00386,Error,4.76,0.768,0.00407,0.02616,4.157,0.544,0.00276,0.01909,3.769,0.486,0.0024,0.01823,3.553,0.476,0.00231,0.01808,3.458,0.473,0.00228,0.01804,3.437,0.469,0.00226,0.01798,3.455,0.461,0.00222,0.01785,3.486,0.473,0.00229,0.01803,3.528,0.48,0.00233,Error,
2022/04/01 09:30,6.218,0.66,0.00387,Error,5.029,0.754,0.00407,0.02541,4.369,0.545,0.00281,0.01911,3.929,0.487,0.00243,0.01824,3.665,0.476,0.00233,0.01808,3.529,0.473,0.00229,0.01804,3.476,0.47,0.00227,0.01798,3.475,0.461,0.00223,0.01785,3.5,0.475,0.0023,0.01807,3.544,0.482,0.00234,Error,
2022/04/01 09:40,6.535,0.647,0.00388,Error,5.305,0.739,0.00407,0.02469,4.584,0.547,0.00286,0.01914,4.093,0.487,0.00246,0.01825,3.782,0.476,0.00235,0.01809,3.607,0.473,0.00231,0.01804,3.526,0.47,0.00228,0.01798,3.506,0.461,0.00223,0.01785,3.525,0.477,0.00231,0.0181,3.572,0.484,0.00235,Error,
2022/04/01 09:50,6.852,0.634,0.00388,Error,5.585,0.723,0.00406,0.02402,4.806,0.548,0.00291,0.01916,4.262,0.488,0.00249,0.01826,3.907,0.477,0.00237,0.01809,3.694,0.473,0.00232,0.01804,3.585,0.47,0.00229,0.01798,3.548,0.462,0.00224,0.01786,3.562,0.479,0.00233,0.01813,3.611,0.486,0.00237,Error,
2022/04/01 10:00,7.168,0.621,0.00389,Error,5.871,0.708,0.00405,0.02339,5.032,0.549,0.00296,0.01918,4.438,0.489,0.00253,0.01818,4.038,0.477,0.0024,0.0181,3.79,0.474,0.00234,0.01804,3.654,0.47,0.0023,0.01799,3.601,0.462,0.00225,0.01786,3.609,0.481,0.00235,0.01817,3.66,0.488,0.00239,Error,
2022/04/01 10:10,7.41,0.606,0.00386,Error,6.113,0.691,0.00402,0.02278,5.253,0.55,0.00301,0.0192,4.618,0.489,0.00256,0.01819,4.177,0.477,0.00242,0.0181,3.894,0.474,0.00236,0.01805,3.732,0.47,0.00231,0.01799,3.663,0.462,0.00226,0.01787,3.665,0.484,0.00237,0.0182,3.718,0.49,0.00241,Error,
2022/04/01 10:20,7.643,0.59,0.00382,Error,6.339,0.672,0.00398,0.02217,5.457,0.551,0.00306,0.01921,4.794,0.49,0.0026,0.0182,4.319,0.477,0.00245,0.0181,4.004,0.474,0.00238,0.01805,3.818,0.47,0.00233,0.01799,3.734,0.462,0.00227,0.01787,3.731,0.486,0.00239,0.01823,3.784,0.491,0.00243,Error,
2022/04/01 10:30,7.877,0.575,0.00378,Error,6.567,0.654,0.00393,0.0216,5.658,0.551,0.00311,0.01923,4.967,0.491,0.00263,0.01821,4.463,0.478,0.00247,0.01811,4.121,0.474,0.0024,0.01805,3.912,0.47,0.00234,0.01799,3.813,0.463,0.00229,0.01788,3.805,0.487,0.00241,0.01826,3.858,0.493,0.00245,Error,
2022/04/01 10:40,8.11,0.56,0.00374,Error,6.798,0.635,0.00387,0.02108,5.858,0.552,0.00315,0.01924,5.139,0.491,0.00267,0.01822,4.608,0.478,0.0025,0.01811,4.241,0.474,0.00242,0.01806,4.013,0.47,0.00236,0.01799,3.901,0.463,0.00231,0.01788,3.887,0.489,0.00243,0.01819,3.941,0.494,0.00247,Error,
2022/04/01 10:50,8.343,0.546,0.0037,Error,7.029,0.616,0.00382,0.02061,6.058,0.552,0.0032,0.01924,5.313,0.492,0.0027,0.01823,4.756,0.478,0.00253,0.01812,4.366,0.474,0.00244,0.01806,4.119,0.47,0.00238,0.01799,3.995,0.464,0.00232,0.01789,3.977,0.491,0.00246,0.01822,4.031,0.495,0.00249,Error,
2022/04/01 11:00,8.577,0.531,0.00366,Error,7.261,0.598,0.00377,0.02019,6.26,0.553,0.00325,0.01925,5.488,0.493,0.00274,0.01824,4.906,0.479,0.00256,0.01812,4.495,0.475,0.00246,0.01806,4.231,0.47,0.0024,0.018,4.096,0.464,0.00234,0.01789,4.073,0.492,0.00248,0.01824,4.128,0.497,0.00251,Error,
2022/04/01 11:10,8.705,0.527,0.00366,Error,7.471,0.584,0.00373,0.01987,6.458,0.553,0.00329,0.01925,5.664,0.493,0.00278,0.01825,5.06,0.479,0.00259,0.01813,4.628,0.475,0.00249,0.01806,4.348,0.471,0.00242,0.018,4.202,0.464,0.00236,0.0179,4.175,0.494,0.00251,0.01826,4.23,0.498,0.00254,Error,
2022/04/01 11:20,8.822,0.524,0.00367,Error,7.65,0.574,0.00371,0.01966,6.642,0.553,0.00334,0.01926,5.836,0.494,0.00282,0.01826,5.214,0.479,0.00262,0.01813,4.764,0.475,0.00251,0.01807,4.469,0.471,0.00244,0.018,4.314,0.465,0.00238,0.01791,4.284,0.495,0.00253,0.01828,4.337,0.499,0.00256,Error,
2022/04/01 11:30,8.938,0.52,0.00367,Error,7.809,0.567,0.00371,0.01952,6.811,0.553,0.00338,0.01926,6.001,0.495,0.00285,0.01827,5.367,0.48,0.00265,0.01814,4.903,0.475,0.00254,0.01807,4.595,0.471,0.00246,0.01801,4.431,0.465,0.0024,0.01792,4.397,0.497,0.00256,0.0183,4.45,0.5,0.00259,Error,
2022/04/01 11:40,9.055,0.517,0.00368,Error,7.955,0.561,0.00371,0.01941,6.968,0.553,0.00341,0.01925,6.159,0.495,0.00289,0.01828,5.518,0.48,0.00268,0.01814,5.042,0.475,0.00256,0.01807,4.724,0.471,0.00249,0.01801,4.553,0.466,0.00243,0.01792,4.515,0.498,0.00259,0.01832,4.567,0.502,0.00262,Error,
